Iter. Eval.  Best      Time m:s
0     11     -1.28e+12   0:00.6
1     22     -1.02e+12   0:00.9
2     33     -9.5e+11    0:01.2
3     44     -8e+11      0:01.5
20    231    -1.77e+10   0:05.5
40    451    -1.3e+10    0:09.9
60    671    -9.71e+09   0:14.6
80    891    -8.96e+09   0:19.2
100   1111   -7.69e+09   0:24.1
120   1331   -7.27e+09   0:29.1
140   1551   -5.76e+09   0:35.0
160   1771   -5.76e+09   0:40.9
180   1991   -5.75e+09   0:46.7
200   2211   -5.71e+09   0:51.4
220   2431   -2.99e+09   0:55.9
240   2651   -2.9e+09    1:00.9
260   2871   -2.9e+09    1:05.9
280   3091   -2.87e+09   1:10.5
300   3311   -2.84e+09   1:16.1
320   3531   -2.83e+09   1:21.1
340   3751   -2.83e+09   1:25.6
360   3971   -2.83e+09   1:30.2
380   4191   -2.82e+09   1:34.8
400   4411   -2.82e+09   1:39.4
420   4631   -2.82e+09   1:44.4
440   4851   -2.82e+09   1:49.1
460   5071   -2.82e+09   1:53.5
480   5291   -2.81e+09   1:58.2
500   5511   -2.8e+09    2:03.5
520   5731   -2.8e+09    2:08.7
540   5951   -2.8e+09    2:13.3
560   6171   -2.8e+09    2:17.6
580   6391   -2.8e+09    2:22.0
600   6611   -2.8e+09    2:26.4
620   6831   -2.8e+09    2:31.0
640   7051   -2.8e+09    2:35.6
660   7271   -2.8e+09    2:40.0
680   7491   -2.8e+09    2:44.5
700   7711   -2.79e+09   2:49.8
720   7931   -2.79e+09   2:55.0
740   8151   -2.79e+09   2:59.9
760   8371   -2.79e+09   3:05.1
780   8591   -2.79e+09   3:10.4
800   8811   -2.79e+09   3:15.9
820   9031   -2.79e+09   3:20.8
840   9251   -2.79e+09   3:26.0
860   9471   -2.79e+09   3:31.3
880   9691   -2.79e+09   3:36.3
900   9911   -2.79e+09   3:41.0
920   10131  -2.79e+09   3:46.0
940   10351  -2.79e+09   3:51.0
960   10571  -2.79e+09   3:55.7
980   10791  -2.79e+09   4:00.8
1000  11011  -2.79e+09   4:06.2
1020  11231  -2.79e+09   4:11.6
1040  11451  -2.79e+09   4:16.3
1060  11671  -2.79e+09   4:20.9
1080  11891  -2.79e+09   4:25.7
1100  12111  -2.66e+09   4:30.5
1120  12331  -2.61e+09   4:35.1
1140  12551  -2.58e+09   4:39.9
1160  12771  -2.5e+09    4:44.5
1180  12991  -2.2e+09    4:49.1
1200  13211  -2.12e+09   4:53.5
1220  13431  -2.1e+09    4:58.1
1240  13651  -2.07e+09   5:02.6
1260  13871  -2.01e+09   5:07.5
1280  14091  -1.64e+09   5:12.6
1300  14311  -1.48e+09   5:17.8
1320  14531  -1.47e+09   5:23.7
1340  14751  -1.47e+09   5:28.7
1360  14971  -1.46e+09   5:33.7
1380  15191  -1.45e+09   5:39.0
1400  15411  -1.45e+09   5:44.0
1420  15631  -1.45e+09   5:49.1
1440  15851  -1.45e+09   5:53.9
1460  16071  -1.45e+09   5:58.7
1480  16291  -1.45e+09   6:04.3
1500  16511  -1.45e+09   6:09.8
1520  16731  -1.44e+09   6:14.8
1540  16951  -1.38e+09   6:19.5
1560  17171  -1.31e+09   6:24.2
1580  17391  -1.23e+09   6:28.7
1600  17611  -1.19e+09   6:33.3
1620  17831  -1.18e+09   6:37.7
1640  18051  -1.17e+09   6:42.2
1660  18271  -1.17e+09   6:46.2
1680  18491  -1.17e+09   6:50.6
1700  18711  -1.17e+09   6:54.9
1720  18931  -1.17e+09   6:59.6
1740  19151  -1.17e+09   7:03.9
1760  19371  -1.17e+09   7:08.2
1780  19591  -1.17e+09   7:12.6
1800  19811  -1.17e+09   7:16.9
1820  20031  -1.16e+09   7:21.4
1840  20251  -1.16e+09   7:26.3
1860  20471  -1.16e+09   7:30.6
1880  20691  -1.15e+09   7:35.0
1900  20911  -1.1e+09    7:39.8
1920  21131  -9.33e+08   7:45.2
1940  21351  -8.66e+08   7:50.1
1960  21571  -7.99e+08   7:54.5
1980  21791  -7.82e+08   7:59.3
2000  22011  -7.8e+08    8:05.0
2020  22231  -7.78e+08   8:10.6
2040  22451  -7.69e+08   8:16.7
2060  22671  -7.6e+08    8:21.4
2080  22891  -7.51e+08   8:25.9
2100  23111  -7.5e+08    8:30.5
2120  23331  -7.49e+08   8:34.9
2140  23551  -7.48e+08   8:39.4
2160  23771  -7.48e+08   8:44.0
2180  23991  -7.47e+08   8:49.0
2200  24211  -7.47e+08   8:54.3
2220  24431  -7.45e+08   8:58.9
2240  24651  -7.4e+08    9:03.3
2260  24871  -7.1e+08    9:07.7
2280  25091  -6.46e+08   9:12.5
2300  25311  -5.45e+08   9:17.1
2320  25531  -4.56e+08   9:21.9
2340  25751  -4.23e+08   9:26.6
2360  25971  -3.93e+08   9:31.4
2380  26191  -3.71e+08   9:36.4
2400  26411  -2.35e+08   9:41.6
2420  26631  -1.2e+08    9:46.8
2440  26851  -8.57e+07   9:51.7
2460  27071  -7.59e+07   9:56.7
2480  27291  -6.84e+07  10:02.5
2500  27511  -6.5e+07   10:08.7
2520  27731  -5.89e+07  10:15.2
2540  27951  -5.49e+07  10:20.9
2560  28171  -5e+07     10:26.1
2580  28391  -4.73e+07  10:31.6
2600  28611  -4.45e+07  10:37.2
2620  28831  -4.08e+07  10:42.0
2640  29051  -3.76e+07  10:46.9
2660  29271  -3.48e+07  10:51.9
2680  29491  -3.2e+07   10:57.4
2700  29711  -3.06e+07  11:03.2
2720  29931  -2.99e+07  11:08.1
2740  30151  -2.96e+07  11:13.2
2760  30371  -2.9e+07   11:18.3
2780  30591  -2.39e+07  11:23.5
2800  30811  -1.78e+07  11:28.6
2820  31031  -1.26e+07  11:33.7
2840  31251  -1.05e+07  11:38.7
2860  31471  -8870074   11:43.5
2880  31691  -8226701   11:48.7
2900  31911  -8173198   11:53.6
2920  32131  -8169306   11:58.6
2940  32351  -8169191   12:03.6
2960  32571  -8169088   12:08.6
2980  32791  -8168740   12:13.9
3000  33011  -8164541   12:20.0
3020  33231  -8138103   12:26.4
