Iter. Eval.  Best      Time m:s
0     12     -1.28e+10   0:00.7
1     24     -1.19e+10   0:01.1
2     36     -1.13e+10   0:01.3
3     48     -8.73e+09   0:01.6
20    252    -4.86e+09   0:06.0
40    492    -4.86e+09   0:10.8
60    732    -4.86e+09   0:15.8
80    972    -4.78e+09   0:20.8
100   1212   -4.75e+09   0:25.7
120   1452   -4.75e+09   0:30.5
140   1692   -4.7e+09    0:35.2
160   1932   -4.7e+09    0:39.6
180   2172   -4.7e+09    0:44.8
200   2412   -4.7e+09    0:50.1
220   2652   -4.68e+09   0:55.3
240   2892   -4.67e+09   1:00.7
260   3132   -4.66e+09   1:06.2
280   3372   -4.63e+09   1:11.3
300   3612   -4.57e+09   1:16.5
320   3852   -4.48e+09   1:21.7
340   4092   -4.01e+09   1:26.3
360   4332   -3.77e+09   1:31.3
380   4572   -3.71e+09   1:36.5
400   4812   -3.61e+09   1:41.6
420   5052   -3.57e+09   1:46.4
440   5292   -3.51e+09   1:51.3
460   5532   -3.46e+09   1:56.3
480   5772   -3.3e+09    2:01.2
500   6012   -3.19e+09   2:07.3
520   6252   -3.17e+09   2:13.0
540   6492   -3.16e+09   2:18.2
560   6732   -3.13e+09   2:22.9
580   6972   -3.13e+09   2:27.6
600   7212   -3.1e+09    2:32.4
620   7452   -3.07e+09   2:37.2
640   7692   -3.05e+09   2:41.8
660   7932   -3.04e+09   2:46.5
680   8172   -3.03e+09   2:51.1
700   8412   -3.02e+09   2:55.6
720   8652   -3.01e+09   3:00.2
740   8892   -3e+09      3:04.8
760   9132   -2.99e+09   3:09.7
780   9372   -2.98e+09   3:15.7
800   9612   -2.97e+09   3:21.1
820   9852   -2.95e+09   3:25.8
840   10092  -2.88e+09   3:30.3
860   10332  -2.83e+09   3:35.0
880   10572  -2.69e+09   3:40.0
900   10812  -2.54e+09   3:45.7
920   11052  -2.45e+09   3:52.1
940   11292  -2.35e+09   3:58.9
960   11532  -2.34e+09   4:05.8
980   11772  -2.29e+09   4:13.1
1000  12012  -2.22e+09   4:21.7
1020  12252  -2.19e+09   4:30.2
1040  12492  -2.13e+09   4:38.0
1060  12732  -2.03e+09   4:45.5
1080  12972  -1.97e+09   4:52.6
1100  13212  -1.92e+09   4:59.2
1120  13452  -1.91e+09   5:05.5
1140  13692  -1.91e+09   5:11.9
1160  13932  -1.91e+09   5:18.0
1180  14172  -1.91e+09   5:24.2
1200  14412  -1.9e+09    5:30.8
1220  14652  -1.82e+09   5:39.4
1240  14892  -1.79e+09   5:47.6
1260  15132  -1.75e+09   5:55.2
1280  15372  -1.7e+09    6:03.0
1300  15612  -1.64e+09   6:10.8
1320  15852  -1.57e+09   6:18.7
1340  16092  -1.46e+09   6:26.4
1360  16332  -1.45e+09   6:33.3
1380  16572  -1.44e+09   6:40.5
1400  16812  -1.43e+09   6:47.8
1420  17052  -1.42e+09   6:55.5
1440  17292  -1.41e+09   7:03.4
1460  17532  -1.36e+09   7:11.4
1480  17772  -1.33e+09   7:20.2
1500  18012  -1.32e+09   7:29.5
1520  18252  -1.29e+09   7:38.3
1540  18492  -1.17e+09   7:47.5
1560  18732  -7.52e+08   7:56.1
1580  18972  -5.46e+08   8:04.7
1600  19212  -2.64e+08   8:12.9
1620  19452  -1.98e+08   8:20.6
1640  19692  -1.57e+08   8:27.8
1660  19932  -1.29e+08   8:34.9
1680  20172  -1.16e+08   8:42.1
1700  20412  -1.08e+08   8:49.9
1720  20652  -1.02e+08   8:57.5
1740  20892  -1.01e+08   9:03.7
1760  21132  -1e+08      9:10.0
1780  21372  -9.73e+07   9:16.3
1800  21612  -8.55e+07   9:22.0
1820  21852  -7.76e+07   9:27.3
1840  22092  -7.66e+07   9:32.5
1860  22332  -7.61e+07   9:38.2
1880  22572  -7.6e+07    9:43.8
1900  22812  -7.58e+07   9:48.6
1920  23052  -7.54e+07   9:54.1
1940  23292  -7.53e+07   9:59.5
1960  23532  -7.51e+07  10:04.8
1980  23772  -7.43e+07  10:10.0
2000  24012  -7.29e+07  10:16.2
2020  24252  -7.11e+07  10:22.1
2040  24492  -7.06e+07  10:28.1
2060  24732  -7.05e+07  10:32.8
2080  24972  -7.05e+07  10:37.8
2100  25212  -7.05e+07  10:43.2
2120  25452  -7.04e+07  10:47.9
2140  25692  -7.04e+07  10:52.6
2160  25932  -7.04e+07  10:57.8
2180  26172  -7.03e+07  11:02.7
2200  26412  -7.03e+07  11:07.6
2220  26652  -7.03e+07  11:12.1
2240  26892  -7.03e+07  11:16.9
2260  27132  -7.03e+07  11:22.0
2280  27372  -7.03e+07  11:27.4
2300  27612  -7.03e+07  11:33.8
2320  27852  -7.03e+07  11:39.8
2340  28092  -7.03e+07  11:44.8
2360  28332  -7.03e+07  11:49.4
2380  28572  -7.03e+07  11:54.1
2400  28812  -7.03e+07  11:59.3
2420  29052  -7.03e+07  12:04.0
2440  29292  -7.03e+07  12:09.3
2460  29532  -7.03e+07  12:14.4
2480  29772  -7.03e+07  12:19.8
2500  30012  -7.03e+07  12:26.3
2520  30252  -7.03e+07  12:31.8
2540  30492  -7.03e+07  12:37.7
2560  30732  -7.03e+07  12:43.5
2580  30972  -7.03e+07  12:48.7
2600  31212  -7.03e+07  12:54.3
2620  31452  -7.03e+07  13:00.3
2639  31668  -7.03e+07  13:04.8
