Iter. Eval.  Best      Time m:s
0     12     -8.67e+11   0:00.6
1     24     -6.4e+11    0:01.0
2     36     -4.73e+11   0:01.3
3     48     -2.33e+11   0:01.6
20    252    -5.92e+09   0:05.9
40    492    -4.14e+09   0:10.9
60    732    -3.65e+09   0:16.1
80    972    -3.63e+09   0:21.5
100   1212   -3.51e+09   0:26.9
120   1452   -3.41e+09   0:32.1
140   1692   -3.26e+09   0:37.4
160   1932   -3.19e+09   0:42.2
180   2172   -3.19e+09   0:47.1
200   2412   -3.14e+09   0:51.9
220   2652   -3.13e+09   0:56.8
240   2892   -3.12e+09   1:01.5
260   3132   -3.11e+09   1:06.2
280   3372   -3.1e+09    1:11.2
300   3612   -3.09e+09   1:16.4
320   3852   -3.07e+09   1:21.2
340   4092   -2.99e+09   1:25.8
360   4332   -2.75e+09   1:30.3
380   4572   -2.66e+09   1:34.9
400   4812   -2.64e+09   1:39.7
420   5052   -2.64e+09   1:45.1
440   5292   -2.64e+09   1:50.8
460   5532   -2.64e+09   1:55.8
480   5772   -2.64e+09   2:00.8
500   6012   -2.64e+09   2:06.5
520   6252   -2.64e+09   2:12.4
540   6492   -2.64e+09   2:17.5
560   6732   -2.64e+09   2:22.5
580   6972   -2.64e+09   2:27.3
600   7212   -2.64e+09   2:32.3
620   7452   -2.64e+09   2:37.3
640   7692   -2.64e+09   2:42.2
660   7932   -2.63e+09   2:47.3
680   8172   -2.63e+09   2:52.2
700   8412   -2.63e+09   2:57.5
720   8652   -2.62e+09   3:02.2
740   8892   -2.59e+09   3:06.9
760   9132   -2.58e+09   3:12.1
780   9372   -2.58e+09   3:17.5
800   9612   -2.57e+09   3:22.3
820   9852   -2.56e+09   3:27.3
840   10092  -2.55e+09   3:32.2
860   10332  -2.51e+09   3:37.0
880   10572  -2.49e+09   3:42.1
900   10812  -2.42e+09   3:48.4
920   11052  -2.3e+09    3:54.7
940   11292  -2.27e+09   4:01.1
960   11532  -2.24e+09   4:06.9
980   11772  -2.22e+09   4:12.4
1000  12012  -2.21e+09   4:18.4
1020  12252  -2.2e+09    4:24.4
1040  12492  -2.18e+09   4:30.2
1060  12732  -2.18e+09   4:35.0
1080  12972  -2.16e+09   4:39.6
1100  13212  -2.11e+09   4:44.2
1120  13452  -2.06e+09   4:48.9
1140  13692  -2.04e+09   4:53.7
1160  13932  -2e+09      4:58.9
1180  14172  -1.91e+09   5:03.9
1200  14412  -1.89e+09   5:08.8
1220  14652  -1.88e+09   5:13.6
1240  14892  -1.88e+09   5:18.6
1260  15132  -1.88e+09   5:23.1
1280  15372  -1.88e+09   5:27.9
1300  15612  -1.87e+09   5:32.4
1320  15852  -1.87e+09   5:37.1
1340  16092  -1.85e+09   5:42.1
1360  16332  -1.85e+09   5:46.8
1380  16572  -1.85e+09   5:51.8
1400  16812  -1.84e+09   5:57.4
1420  17052  -1.83e+09   6:02.5
1440  17292  -1.82e+09   6:08.3
1460  17532  -1.82e+09   6:13.6
1480  17772  -1.82e+09   6:19.4
1500  18012  -1.82e+09   6:25.4
1520  18252  -1.82e+09   6:31.8
1540  18492  -1.82e+09   6:37.2
1560  18732  -1.81e+09   6:42.4
1580  18972  -1.8e+09    6:48.2
1600  19212  -1.2e+09    6:53.5
1620  19452  -9.56e+08   6:58.4
