Iter. Eval.  Best      Time m:s
0     12     -1.1e+10    0:00.6
1     24     -1.1e+10    0:01.0
2     36     -1.1e+10    0:01.3
3     48     -1.1e+10    0:01.6
20    252    -1.1e+10    0:06.1
40    492    -8.22e+09   0:10.8
60    732    -7.74e+09   0:15.4
80    972    -6.93e+09   0:20.2
100   1212   -6.87e+09   0:25.1
120   1452   -6.83e+09   0:30.0
140   1692   -6.81e+09   0:34.7
160   1932   -6.8e+09    0:39.6
180   2172   -6.79e+09   0:44.4
200   2412   -6.77e+09   0:49.4
220   2652   -6.64e+09   0:54.4
240   2892   -6.56e+09   0:59.4
260   3132   -6.21e+09   1:04.2
280   3372   -4.69e+09   1:09.2
300   3612   -4.37e+09   1:14.8
320   3852   -4.26e+09   1:19.6
340   4092   -4.16e+09   1:24.0
360   4332   -4.08e+09   1:28.8
380   4572   -4.06e+09   1:33.4
400   4812   -4.04e+09   1:37.9
420   5052   -4.02e+09   1:42.6
440   5292   -4.01e+09   1:47.3
460   5532   -4e+09      1:51.8
480   5772   -3.99e+09   1:56.3
500   6012   -3.99e+09   2:02.3
520   6252   -3.99e+09   2:08.1
540   6492   -3.99e+09   2:12.8
560   6732   -3.99e+09   2:17.6
580   6972   -3.99e+09   2:22.0
600   7212   -3.98e+09   2:26.5
620   7452   -3.98e+09   2:31.2
640   7692   -3.98e+09   2:35.9
660   7932   -3.98e+09   2:40.4
680   8172   -3.98e+09   2:44.8
700   8412   -3.98e+09   2:49.3
720   8652   -3.97e+09   2:54.0
740   8892   -3.89e+09   2:58.6
760   9132   -3.78e+09   3:03.3
780   9372   -3.77e+09   3:08.9
800   9612   -3.76e+09   3:14.8
820   9852   -3.76e+09   3:19.5
840   10092  -3.75e+09   3:24.2
860   10332  -3.75e+09   3:28.9
880   10572  -3.75e+09   3:33.5
900   10812  -3.74e+09   3:38.4
920   11052  -3.74e+09   3:43.2
940   11292  -3.74e+09   3:47.8
960   11532  -3.74e+09   3:52.4
980   11772  -3.72e+09   3:57.3
1000  12012  -3.71e+09   4:02.8
1020  12252  -3.7e+09    4:08.9
1040  12492  -3.63e+09   4:13.8
1060  12732  -3.62e+09   4:18.7
1080  12972  -3.57e+09   4:23.4
1100  13212  -3.55e+09   4:28.0
1120  13452  -3.53e+09   4:32.6
1140  13692  -3.52e+09   4:37.0
1160  13932  -3.51e+09   4:41.6
1180  14172  -3.51e+09   4:46.5
1200  14412  -3.5e+09    4:51.2
1220  14652  -3.49e+09   4:55.7
1240  14892  -3.49e+09   5:00.3
1260  15132  -3.47e+09   5:04.9
1280  15372  -3.41e+09   5:10.4
1300  15612  -3.23e+09   5:15.6
1320  15852  -2.93e+09   5:21.3
1340  16092  -2.92e+09   5:26.1
1360  16332  -2.9e+09    5:31.1
1380  16572  -2.89e+09   5:36.0
1400  16812  -2.89e+09   5:40.5
1420  17052  -2.88e+09   5:45.2
1440  17292  -2.88e+09   5:50.1
1460  17532  -2.88e+09   5:54.9
1480  17772  -2.87e+09   6:00.1
1500  18012  -2.85e+09   6:05.4
1520  18252  -2.83e+09   6:11.9
1540  18492  -2.81e+09   6:16.6
1560  18732  -2.8e+09    6:21.5
1580  18972  -2.78e+09   6:26.2
1600  19212  -2.77e+09   6:31.0
1620  19452  -2.76e+09   6:35.6
1640  19692  -2.74e+09   6:40.4
1660  19932  -2.69e+09   6:45.1
1680  20172  -2.6e+09    6:50.1
1700  20412  -2.52e+09   6:54.6
1720  20652  -2.18e+09   6:59.3
1740  20892  -2.02e+09   7:03.8
1760  21132  -1.97e+09   7:08.9
1780  21372  -1.53e+09   7:15.2
1800  21612  -1.39e+09   7:21.5
1820  21852  -1.35e+09   7:28.3
1840  22092  -1.33e+09   7:34.6
1860  22332  -1.31e+09   7:41.5
1880  22572  -1.29e+09   7:49.1
1900  22812  -1.27e+09   7:57.0
1920  23052  -1.26e+09   8:05.5
1940  23292  -1.12e+09   8:13.8
1960  23532  -6.33e+08   8:22.0
1980  23772  -3.62e+08   8:30.8
2000  24012  -2.52e+08   8:40.2
2020  24252  -2e+08      8:49.5
2040  24492  -1.99e+08   8:58.4
2060  24732  -1.89e+08   9:06.5
2080  24972  -1.72e+08   9:15.0
2100  25212  -1.3e+08    9:23.7
2120  25452  -1.07e+08   9:31.4
2140  25692  -1.05e+08   9:38.9
2160  25932  -1.02e+08   9:48.0
2180  26172  -1e+08      9:56.1
2200  26412  -8.93e+07  10:03.0
2220  26652  -7.69e+07  10:08.4
2240  26892  -7.35e+07  10:14.1
2260  27132  -7.18e+07  10:18.8
2280  27372  -7.15e+07  10:23.6
2300  27612  -7.13e+07  10:28.6
2320  27852  -7.1e+07   10:33.2
2340  28092  -7.06e+07  10:38.6
2360  28332  -7.05e+07  10:43.6
2380  28572  -7.04e+07  10:48.6
2400  28812  -7.04e+07  10:53.5
2420  29052  -7.04e+07  10:58.6
2440  29292  -7.03e+07  11:03.3
2460  29532  -7.03e+07  11:08.1
2480  29772  -7.03e+07  11:14.0
2500  30012  -7.03e+07  11:20.4
2520  30252  -7.03e+07  11:26.6
2540  30492  -7.03e+07  11:32.2
2560  30732  -7.03e+07  11:36.9
2580  30972  -7.03e+07  11:41.8
2600  31212  -7.03e+07  11:46.5
2620  31452  -7.03e+07  11:51.5
2640  31692  -7.03e+07  11:56.8
2660  31932  -7.03e+07  12:01.8
2680  32172  -7.03e+07  12:06.6
2700  32412  -7.03e+07  12:11.4
2720  32652  -7.03e+07  12:16.8
2740  32892  -7.03e+07  12:22.1
2760  33132  -7.03e+07  12:28.0
2780  33372  -7.03e+07  12:33.3
2800  33612  -7.03e+07  12:38.3
2820  33852  -7.03e+07  12:44.3
2840  34092  -7.03e+07  12:49.7
2860  34332  -7.03e+07  12:54.9
2880  34572  -7.03e+07  13:00.0
2900  34812  -7.03e+07  13:05.1
2920  35052  -7.03e+07  13:09.7
2940  35292  -7.03e+07  13:14.6
2960  35532  -7.03e+07  13:20.0
2980  35772  -7.03e+07  13:25.9
3000  36012  -7.03e+07  13:31.9
3020  36252  -7.03e+07  13:38.3
3040  36492  -7.03e+07  13:44.1
3060  36732  -7.03e+07  13:49.4
3080  36972  -7.03e+07  13:54.8
3100  37212  -7.03e+07  13:59.9
3120  37452  -7.03e+07  14:05.7
3140  37692  -7.03e+07  14:11.3
3160  37932  -7.03e+07  14:17.0
3168  38016  -7.03e+07  14:19.0
