Iter. Eval.  Best      Time m:s
0     11     -7.75e+09   0:00.7
1     22     -7.75e+09   0:01.0
2     33     -7.75e+09   0:01.3
3     44     -7.75e+09   0:01.5
20    231    -7.73e+09   0:05.5
40    451    -7.72e+09   0:10.2
60    671    -7.71e+09   0:15.2
80    891    -7.71e+09   0:19.9
100   1111   -7.7e+09    0:24.7
120   1331   -7.7e+09    0:29.9
140   1551   -7.69e+09   0:34.6
160   1771   -7.69e+09   0:39.0
180   1991   -7.69e+09   0:43.6
200   2211   -7.68e+09   0:48.4
220   2431   -7.67e+09   0:52.9
240   2651   -7.61e+09   0:58.1
260   2871   -7.48e+09   1:03.0
280   3091   -7.34e+09   1:08.3
300   3311   -7.15e+09   1:13.4
320   3531   -7.04e+09   1:18.3
340   3751   -7.02e+09   1:23.2
360   3971   -7e+09      1:28.0
380   4191   -6.98e+09   1:33.5
400   4411   -6.98e+09   1:39.0
420   4631   -6.97e+09   1:44.3
440   4851   -6.95e+09   1:49.2
460   5071   -6.79e+09   1:54.5
480   5291   -4.43e+09   1:59.6
500   5511   -2.16e+09   2:05.5
520   5731   -1.75e+09   2:11.9
540   5951   -1.66e+09   2:17.6
560   6171   -1.62e+09   2:23.1
580   6391   -1.61e+09   2:27.9
600   6611   -1.59e+09   2:33.5
620   6831   -1.57e+09   2:38.4
640   7051   -1.56e+09   2:43.3
660   7271   -1.56e+09   2:48.5
680   7491   -1.54e+09   2:53.4
700   7711   -1.49e+09   2:58.2
720   7931   -1.48e+09   3:02.7
740   8151   -1.46e+09   3:07.5
760   8371   -1.45e+09   3:12.2
780   8591   -1.44e+09   3:16.7
800   8811   -1.4e+09    3:21.3
820   9031   -1.1e+09    3:26.0
840   9251   -9.37e+08   3:30.6
860   9471   -8.76e+08   3:35.5
880   9691   -8.66e+08   3:40.8
900   9911   -8.63e+08   3:46.0
920   10131  -8.6e+08    3:51.4
940   10351  -8.52e+08   3:56.9
960   10571  -8.47e+08   4:01.9
980   10791  -8.45e+08   4:07.1
1000  11011  -8.4e+08    4:12.7
1020  11231  -8.35e+08   4:19.6
1040  11451  -8.21e+08   4:26.0
1060  11671  -7.98e+08   4:30.9
1080  11891  -7.85e+08   4:35.9
1100  12111  -7.41e+08   4:40.9
1120  12331  -5.37e+08   4:46.3
1140  12551  -4.39e+08   4:51.6
1160  12771  -3.74e+08   4:56.9
1180  12991  -3.23e+08   5:02.0
1200  13211  -3.04e+08   5:07.1
1220  13431  -2.9e+08    5:12.0
1240  13651  -2.81e+08   5:16.8
1260  13871  -2.56e+08   5:21.9
1280  14091  -2.21e+08   5:26.8
1300  14311  -1.86e+08   5:31.9
1320  14531  -1.73e+08   5:36.9
1340  14751  -1.54e+08   5:41.9
1360  14971  -1.38e+08   5:47.3
1380  15191  -1.19e+08   5:52.9
1400  15411  -1.08e+08   5:58.9
1420  15631  -1.06e+08   6:04.5
1440  15851  -1.02e+08   6:10.2
1460  16071  -1e+08      6:15.9
1480  16291  -9.92e+07   6:22.4
1500  16511  -9.65e+07   6:28.8
1520  16731  -9.21e+07   6:35.3
1540  16951  -8.13e+07   6:41.4
1560  17171  -7.24e+07   6:47.0
1580  17391  -6.64e+07   6:52.6
1600  17611  -6.19e+07   6:58.6
1620  17831  -5.97e+07   7:04.7
1640  18051  -5.58e+07   7:10.7
1660  18271  -4.63e+07   7:16.2
1680  18491  -3.32e+07   7:21.7
1700  18711  -2.8e+07    7:27.5
1720  18931  -2.09e+07   7:33.2
1740  19151  -1.79e+07   7:38.6
1760  19371  -1.49e+07   7:44.0
1780  19591  -1.39e+07   7:49.5
1800  19811  -1.35e+07   7:55.1
1820  20031  -1.34e+07   8:00.7
1840  20251  -1.31e+07   8:06.0
1860  20471  -1.23e+07   8:11.4
1880  20691  -1.2e+07    8:16.9
1900  20911  -1.18e+07   8:23.1
1920  21131  -1.17e+07   8:29.3
1940  21351  -1.17e+07   8:35.0
1960  21571  -1.17e+07   8:41.3
1980  21791  -1.17e+07   8:47.8
2000  22011  -1.17e+07   8:54.2
2020  22231  -1.17e+07   9:01.1
2040  22451  -1.17e+07   9:06.9
2060  22671  -1.17e+07   9:12.4
2080  22891  -1.17e+07   9:18.3
2100  23111  -1.17e+07   9:23.7
2120  23331  -1.17e+07   9:28.9
2140  23551  -1.17e+07   9:34.2
2160  23771  -1.17e+07   9:39.4
2180  23991  -1.17e+07   9:44.7
2200  24211  -1.17e+07   9:50.2
2220  24431  -1.17e+07   9:55.5
2240  24651  -1.17e+07  10:00.9
2260  24871  -1.17e+07  10:06.7
2280  25091  -1.17e+07  10:12.4
2300  25311  -1.17e+07  10:17.9
2320  25531  -1.17e+07  10:23.1
2340  25751  -1.17e+07  10:28.2
2360  25971  -1.17e+07  10:33.6
2380  26191  -1.17e+07  10:39.5
2400  26411  -1.17e+07  10:45.4
2420  26631  -1.17e+07  10:51.0
2440  26851  -1.17e+07  10:57.3
2460  27071  -1.17e+07  11:03.6
2480  27291  -1.17e+07  11:09.9
2500  27511  -1.17e+07  11:16.3
2520  27731  -1.17e+07  11:23.1
2540  27951  -1.17e+07  11:29.4
2560  28171  -1.17e+07  11:35.6
2580  28391  -1.17e+07  11:41.6
2594  28534  -1.17e+07  11:45.3
