Iter. Eval.  Best      Time m:s
0     12     -8.67e+11   0:00.8
1     24     -6.4e+11    0:01.1
2     36     -4.73e+11   0:01.4
3     48     -2.33e+11   0:01.7
20    252    -5.92e+09   0:05.8
40    492    -4.14e+09   0:11.0
60    732    -3.65e+09   0:16.6
80    972    -3.63e+09   0:21.6
100   1212   -3.51e+09   0:26.1
120   1452   -3.41e+09   0:30.4
140   1692   -3.26e+09   0:34.9
160   1932   -3.19e+09   0:39.3
180   2172   -3.19e+09   0:43.7
200   2412   -3.14e+09   0:48.2
220   2652   -3.13e+09   0:52.9
240   2892   -3.12e+09   0:57.5
260   3132   -3.11e+09   1:02.3
280   3372   -3.1e+09    1:06.9
300   3612   -3.09e+09   1:11.9
320   3852   -3.07e+09   1:16.9
340   4092   -2.99e+09   1:21.9
360   4332   -2.75e+09   1:26.6
380   4572   -2.66e+09   1:31.7
400   4812   -2.64e+09   1:36.6
420   5052   -2.64e+09   1:41.5
440   5292   -2.64e+09   1:46.0
460   5532   -2.64e+09   1:50.7
480   5772   -2.64e+09   1:55.7
500   6012   -2.64e+09   2:01.4
520   6252   -2.64e+09   2:07.5
540   6492   -2.64e+09   2:12.6
560   6732   -2.64e+09   2:17.2
580   6972   -2.64e+09   2:23.0
600   7212   -2.64e+09   2:28.8
620   7452   -2.64e+09   2:33.5
640   7692   -2.64e+09   2:38.5
660   7932   -2.63e+09   2:43.2
680   8172   -2.63e+09   2:48.0
700   8412   -2.63e+09   2:52.5
720   8652   -2.62e+09   2:57.2
740   8892   -2.59e+09   3:02.0
760   9132   -2.58e+09   3:06.6
780   9372   -2.58e+09   3:11.3
800   9612   -2.57e+09   3:16.1
820   9852   -2.56e+09   3:20.6
840   10092  -2.55e+09   3:25.5
860   10332  -2.51e+09   3:30.9
880   10572  -2.49e+09   3:36.1
900   10812  -2.42e+09   3:41.0
920   11052  -2.3e+09    3:45.7
940   11292  -2.27e+09   3:50.5
960   11532  -2.24e+09   3:55.1
980   11772  -2.22e+09   4:00.8
1000  12012  -2.21e+09   4:06.9
1020  12252  -2.2e+09    4:13.1
1040  12492  -2.18e+09   4:18.5
1060  12732  -2.18e+09   4:23.7
1080  12972  -2.16e+09   4:29.2
1100  13212  -2.11e+09   4:35.4
1120  13452  -2.06e+09   4:41.2
1140  13692  -2.04e+09   4:46.7
1160  13932  -2e+09      4:52.0
1180  14172  -1.91e+09   4:57.3
1200  14412  -1.89e+09   5:02.6
1220  14652  -1.88e+09   5:08.0
1240  14892  -1.88e+09   5:12.9
1260  15132  -1.88e+09   5:18.1
1280  15372  -1.88e+09   5:23.1
1300  15612  -1.87e+09   5:28.4
1320  15852  -1.87e+09   5:33.9
1340  16092  -1.85e+09   5:39.1
1360  16332  -1.85e+09   5:44.2
