Iter. Eval.  Best      Time m:s
0     12     -1.07e+10   0:00.7
1     24     -1.07e+10   0:01.1
2     36     -1.06e+10   0:01.4
3     48     -1.04e+10   0:01.7
20    252    -6.37e+09   0:07.0
40    492    -6.12e+09   0:11.9
60    732    -5.88e+09   0:16.6
80    972    -5.48e+09   0:21.4
100   1212   -5.12e+09   0:26.0
120   1452   -4.86e+09   0:31.8
140   1692   -4.8e+09    0:36.7
160   1932   -4.79e+09   0:42.2
180   2172   -4.78e+09   0:48.3
200   2412   -4.77e+09   0:53.4
220   2652   -4.76e+09   0:58.1
240   2892   -4.75e+09   1:02.9
260   3132   -4.75e+09   1:08.4
280   3372   -4.74e+09   1:13.2
300   3612   -4.67e+09   1:17.6
320   3852   -4.34e+09   1:22.3
340   4092   -4.16e+09   1:27.3
360   4332   -4.11e+09   1:31.9
380   4572   -4.06e+09   1:37.1
400   4812   -4.04e+09   1:42.5
420   5052   -4.02e+09   1:47.8
440   5292   -4.01e+09   1:52.8
460   5532   -3.99e+09   1:57.1
480   5772   -3.98e+09   2:01.9
500   6012   -3.97e+09   2:07.8
520   6252   -3.96e+09   2:13.6
540   6492   -3.93e+09   2:18.9
560   6732   -3.5e+09    2:24.2
580   6972   -3.41e+09   2:29.7
600   7212   -3.23e+09   2:34.7
620   7452   -2.97e+09   2:40.4
640   7692   -2.91e+09   2:45.5
660   7932   -2.8e+09    2:50.7
680   8172   -2.64e+09   2:56.0
700   8412   -2.57e+09   3:01.8
720   8652   -2.55e+09   3:08.1
740   8892   -2.54e+09   3:13.7
760   9132   -2.53e+09   3:18.8
780   9372   -2.52e+09   3:24.0
800   9612   -2.49e+09   3:29.3
820   9852   -2.38e+09   3:34.7
840   10092  -1.81e+09   3:39.9
860   10332  -1.45e+09   3:45.3
880   10572  -1.27e+09   3:50.7
900   10812  -1.16e+09   3:56.2
920   11052  -1.11e+09   4:01.7
940   11292  -1.05e+09   4:07.0
960   11532  -9.83e+08   4:12.0
980   11772  -9.5e+08    4:17.3
1000  12012  -8.82e+08   4:23.9
1020  12252  -8.38e+08   4:29.8
1040  12492  -8.3e+08    4:35.1
1060  12732  -8.19e+08   4:40.3
1080  12972  -8.02e+08   4:45.4
1100  13212  -7.61e+08   4:50.7
1120  13452  -6.41e+08   4:56.0
1140  13692  -3.45e+08   5:01.4
1160  13932  -1.65e+08   5:06.7
1180  14172  -1.27e+08   5:12.7
1200  14412  -1.14e+08   5:19.0
1220  14652  -1.02e+08   5:24.7
1240  14892  -9.65e+07   5:30.2
1260  15132  -9.3e+07    5:34.9
1280  15372  -9.14e+07   5:39.9
1300  15612  -9.07e+07   5:44.6
1320  15852  -9.03e+07   5:49.2
1340  16092  -9.01e+07   5:53.9
1360  16332  -8.98e+07   5:59.3
1380  16572  -8.87e+07   6:04.5
1400  16812  -8.53e+07   6:10.2
1420  17052  -8.42e+07   6:15.4
1440  17292  -8.32e+07   6:20.3
1460  17532  -8.31e+07   6:25.0
1480  17772  -8.3e+07    6:30.0
1500  18012  -8.29e+07   6:35.9
1520  18252  -8.29e+07   6:41.7
1540  18492  -8.29e+07   6:47.2
1560  18732  -8.28e+07   6:52.0
1580  18972  -8.28e+07   6:56.7
1600  19212  -8.27e+07   7:01.8
1620  19452  -8.27e+07   7:06.6
1640  19692  -8.27e+07   7:11.6
1660  19932  -8.27e+07   7:17.1
1680  20172  -8.27e+07   7:22.8
1700  20412  -8.27e+07   7:28.5
1720  20652  -8.27e+07   7:33.5
1740  20892  -8.27e+07   7:38.4
1760  21132  -8.27e+07   7:43.2
1780  21372  -8.27e+07   7:48.0
1800  21612  -8.27e+07   7:52.9
1820  21852  -8.27e+07   7:57.8
1840  22092  -8.27e+07   8:02.6
1860  22332  -8.27e+07   8:07.6
1880  22572  -8.27e+07   8:12.5
1900  22812  -8.27e+07   8:17.7
1920  23052  -8.27e+07   8:22.7
1940  23292  -8.27e+07   8:27.7
1960  23532  -8.27e+07   8:33.4
1980  23772  -8.27e+07   8:39.1
2000  24012  -8.27e+07   8:45.0
2020  24252  -8.27e+07   8:50.4
2040  24492  -8.27e+07   8:55.7
2060  24732  -8.27e+07   9:00.6
2077  24924  -8.27e+07   9:04.4
