Iter. Eval.  Best      Time m:s
0     12     -2.36e+10   0:00.7
1     24     -1.99e+10   0:01.1
2     36     -1.76e+10   0:01.5
3     48     -1.67e+10   0:01.9
20    252    -1.07e+10   0:07.3
40    492    -1.07e+10   0:12.6
60    732    -1.07e+10   0:18.2
80    972    -1.06e+10   0:23.2
100   1212   -1.06e+10   0:28.1
120   1452   -1.06e+10   0:33.5
140   1692   -1.06e+10   0:38.7
160   1932   -1.06e+10   0:43.7
180   2172   -1.06e+10   0:48.6
200   2412   -1.06e+10   0:53.8
220   2652   -1.04e+10   0:58.8
240   2892   -9.13e+09   1:03.5
260   3132   -8.62e+09   1:08.3
280   3372   -8.35e+09   1:13.6
300   3612   -4.44e+09   1:18.6
320   3852   -3.75e+09   1:23.5
340   4092   -3.68e+09   1:28.1
360   4332   -3.6e+09    1:33.1
380   4572   -3.6e+09    1:37.9
400   4812   -3.57e+09   1:42.4
420   5052   -3.56e+09   1:47.0
440   5292   -3.53e+09   1:51.9
460   5532   -3.52e+09   1:56.6
480   5772   -3.51e+09   2:01.4
500   6012   -3.5e+09    2:07.6
520   6252   -3.47e+09   2:13.4
540   6492   -3.43e+09   2:18.2
560   6732   -3.4e+09    2:23.1
580   6972   -3.34e+09   2:28.0
600   7212   -3.3e+09    2:32.9
620   7452   -3.28e+09   2:37.7
640   7692   -3.23e+09   2:42.5
660   7932   -3.16e+09   2:47.3
680   8172   -2.99e+09   2:52.1
700   8412   -2.81e+09   2:56.9
720   8652   -2.36e+09   3:01.8
740   8892   -2.26e+09   3:07.0
760   9132   -2.13e+09   3:12.0
780   9372   -2.01e+09   3:18.1
800   9612   -1.9e+09    3:23.9
820   9852   -1.76e+09   3:29.3
840   10092  -1.66e+09   3:34.0
860   10332  -1.65e+09   3:38.9
880   10572  -1.63e+09   3:43.8
900   10812  -1.61e+09   3:49.0
920   11052  -1.55e+09   3:54.0
940   11292  -1.45e+09   3:58.6
960   11532  -1.43e+09   4:03.4
980   11772  -1.42e+09   4:08.4
1000  12012  -1.4e+09    4:13.8
1020  12252  -1.39e+09   4:20.4
1040  12492  -1.36e+09   4:25.5
1060  12732  -1.33e+09   4:31.1
1080  12972  -1.33e+09   4:36.1
1100  13212  -1.32e+09   4:41.1
1120  13452  -1.32e+09   4:46.2
1140  13692  -1.32e+09   4:51.7
1160  13932  -1.32e+09   4:56.9
1180  14172  -1.31e+09   5:02.2
1200  14412  -1.31e+09   5:07.9
1220  14652  -1.31e+09   5:13.1
1240  14892  -1.31e+09   5:18.7
1260  15132  -1.31e+09   5:25.4
1280  15372  -1.31e+09   5:32.0
1300  15612  -1.3e+09    5:38.1
1320  15852  -1.3e+09    5:43.6
1340  16092  -1.29e+09   5:49.3
1360  16332  -1.29e+09   5:54.7
1380  16572  -1.28e+09   6:00.3
1400  16812  -1.27e+09   6:05.6
1420  17052  -1.26e+09   6:11.1
1440  17292  -8.81e+08   6:16.1
1460  17532  -5.73e+08   6:20.9
1480  17772  -4.71e+08   6:26.1
1500  18012  -4.03e+08   6:32.7
1520  18252  -2.1e+08    6:39.0
1540  18492  -1.88e+08   6:44.6
1560  18732  -1.74e+08   6:50.2
1580  18972  -1.57e+08   6:55.2
1600  19212  -1.32e+08   7:00.1
1620  19452  -9.75e+07   7:04.8
1640  19692  -8.92e+07   7:09.5
1660  19932  -8.7e+07    7:14.4
1680  20172  -8.61e+07   7:19.1
1700  20412  -8.48e+07   7:23.8
1720  20652  -8.37e+07   7:28.5
1740  20892  -8.35e+07   7:33.1
1760  21132  -8.32e+07   7:37.9
1780  21372  -8.27e+07   7:43.3
1800  21612  -8.22e+07   7:49.2
1820  21852  -8.01e+07   7:54.8
1840  22092  -7.71e+07   7:59.6
1860  22332  -7.65e+07   8:05.1
1880  22572  -7.63e+07   8:09.7
1900  22812  -7.63e+07   8:14.4
1920  23052  -7.63e+07   8:19.8
1940  23292  -7.63e+07   8:24.9
1960  23532  -7.63e+07   8:29.6
1980  23772  -7.63e+07   8:35.5
2000  24012  -7.63e+07   8:41.9
2020  24252  -7.63e+07   8:48.3
2040  24492  -7.63e+07   8:54.2
2060  24732  -7.63e+07   8:59.4
2080  24972  -7.63e+07   9:04.6
2100  25212  -7.63e+07   9:09.9
2120  25452  -7.63e+07   9:15.2
2140  25692  -7.63e+07   9:20.0
2160  25932  -7.63e+07   9:24.8
2180  26172  -7.63e+07   9:29.6
2200  26412  -7.63e+07   9:35.3
2220  26652  -7.63e+07   9:40.9
2240  26892  -7.63e+07   9:45.7
2260  27132  -7.63e+07   9:50.3
2280  27372  -7.63e+07   9:55.6
2300  27612  -7.63e+07  10:01.3
2320  27852  -7.63e+07  10:07.3
2325  27900  -7.63e+07  10:08.3
