Iter. Eval.  Best      Time m:s
0     11     -7.42e+09   0:00.7
1     22     -7.36e+09   0:00.9
2     33     -7.36e+09   0:01.2
3     44     -7.36e+09   0:01.4
20    231    -7.36e+09   0:05.7
40    451    -7.36e+09   0:10.9
60    671    -7.36e+09   0:15.7
80    891    -7.35e+09   0:20.9
100   1111   -7.35e+09   0:25.8
120   1331   -7.34e+09   0:30.7
140   1551   -7.34e+09   0:35.5
160   1771   -7.32e+09   0:40.2
180   1991   -7.32e+09   0:45.0
200   2211   -7.3e+09    0:50.1
220   2431   -7.28e+09   0:54.8
240   2651   -7.25e+09   0:59.9
260   2871   -7.23e+09   1:04.6
280   3091   -7.2e+09    1:09.1
300   3311   -7.18e+09   1:13.6
320   3531   -7.14e+09   1:18.3
340   3751   -7.02e+09   1:23.0
360   3971   -6.69e+09   1:28.2
380   4191   -5.61e+09   1:33.5
400   4411   -4.57e+09   1:39.2
420   4631   -3.26e+09   1:45.0
440   4851   -3.22e+09   1:50.6
460   5071   -3.18e+09   1:55.7
480   5291   -3.16e+09   2:01.1
500   5511   -3.15e+09   2:06.9
520   5731   -3.15e+09   2:12.9
540   5951   -3.15e+09   2:18.3
560   6171   -3.15e+09   2:23.7
580   6391   -3.15e+09   2:28.9
600   6611   -3.15e+09   2:34.5
620   6831   -3.15e+09   2:39.6
640   7051   -3.15e+09   2:44.7
660   7271   -3.15e+09   2:50.4
680   7491   -3.15e+09   2:55.7
700   7711   -3.15e+09   3:01.3
720   7931   -3.15e+09   3:07.0
740   8151   -3.15e+09   3:12.5
760   8371   -3.15e+09   3:17.9
780   8591   -3.15e+09   3:23.1
800   8811   -3.14e+09   3:28.6
820   9031   -3.08e+09   3:34.0
840   9251   -3.05e+09   3:39.8
860   9471   -3.01e+09   3:45.5
880   9691   -2.95e+09   3:51.1
900   9911   -2.84e+09   3:57.6
920   10131  -2.63e+09   4:03.5
940   10351  -2.44e+09   4:08.6
960   10571  -2.39e+09   4:14.0
980   10791  -2.38e+09   4:19.9
1000  11011  -2.38e+09   4:25.9
1020  11231  -2.37e+09   4:32.1
1040  11451  -2.35e+09   4:37.9
1060  11671  -1.12e+09   4:43.0
1080  11891  -8.96e+08   4:48.3
1100  12111  -5.72e+08   4:54.1
1120  12331  -5.05e+08   4:59.7
1140  12551  -4.73e+08   5:05.0
1160  12771  -4.46e+08   5:10.3
1180  12991  -4.39e+08   5:15.8
1200  13211  -4.31e+08   5:21.2
1220  13431  -4.24e+08   5:26.6
1240  13651  -3.81e+08   5:32.6
1260  13871  -2.48e+08   5:38.3
1280  14091  -1.82e+08   5:44.2
1300  14311  -1.63e+08   5:50.2
1320  14531  -1.37e+08   5:55.8
1340  14751  -1.15e+08   6:01.4
1360  14971  -8.01e+07   6:07.3
1380  15191  -7.36e+07   6:13.1
1400  15411  -6.71e+07   6:19.6
1420  15631  -6.53e+07   6:25.2
1440  15851  -6.49e+07   6:30.6
1460  16071  -6.46e+07   6:36.2
