Iter. Eval.  Best      Time m:s
0     12     -3.74e+09   0:00.6
1     24     -3.53e+09   0:00.9
2     36     -3.37e+09   0:01.1
3     48     -3.37e+09   0:01.4
20    252    -2.42e+09   0:05.7
40    492    -2.2e+09    0:10.8
60    732    -2.16e+09   0:16.0
80    972    -2.15e+09   0:21.1
100   1212   -2.15e+09   0:25.9
120   1452   -2.13e+09   0:31.0
140   1692   -2.11e+09   0:36.6
160   1932   -1.73e+09   0:42.0
180   2172   -1.54e+09   0:46.9
200   2412   -1.5e+09    0:52.1
220   2652   -1.49e+09   0:57.6
240   2892   -1.48e+09   1:02.7
260   3132   -1.47e+09   1:07.4
280   3372   -1.46e+09   1:12.2
300   3612   -1.45e+09   1:16.8
320   3852   -1.36e+09   1:21.8
340   4092   -1.3e+09    1:26.6
360   4332   -1.25e+09   1:31.4
380   4572   -1.2e+09    1:37.0
400   4812   -1.15e+09   1:42.3
420   5052   -1.14e+09   1:47.1
440   5292   -1.12e+09   1:52.8
460   5532   -1.11e+09   1:57.9
480   5772   -1.06e+09   2:02.9
500   6012   -1.02e+09   2:08.7
520   6252   -9.41e+08   2:14.6
540   6492   -8.61e+08   2:20.3
560   6732   -8.1e+08    2:25.5
580   6972   -7.96e+08   2:30.8
600   7212   -7.91e+08   2:36.0
620   7452   -7.85e+08   2:41.4
640   7692   -7.74e+08   2:46.5
660   7932   -6.87e+08   2:51.5
680   8172   -5.38e+08   2:56.9
700   8412   -4.73e+08   3:02.4
720   8652   -4.37e+08   3:08.2
740   8892   -4.27e+08   3:13.6
760   9132   -3.89e+08   3:19.0
780   9372   -3.72e+08   3:24.9
800   9612   -3.45e+08   3:30.6
820   9852   -3.2e+08    3:36.3
840   10092  -3.05e+08   3:41.7
860   10332  -2.85e+08   3:46.9
880   10572  -2.42e+08   3:52.1
900   10812  -2.07e+08   3:57.7
920   11052  -1.76e+08   4:03.1
940   11292  -1.49e+08   4:09.2
960   11532  -1.3e+08    4:14.5
980   11772  -1.17e+08   4:20.3
1000  12012  -1.03e+08   4:26.7
1020  12252  -9.84e+07   4:32.9
1040  12492  -9.5e+07    4:38.1
1060  12732  -9.08e+07   4:43.4
1080  12972  -8.49e+07   4:48.8
1100  13212  -7.61e+07   4:54.2
1120  13452  -6.02e+07   5:00.2
1140  13692  -4.35e+07   5:05.8
1160  13932  -3.58e+07   5:11.7
1180  14172  -3.29e+07   5:17.1
1200  14412  -2.98e+07   5:22.8
1220  14652  -2.7e+07    5:28.3
1240  14892  -2.28e+07   5:33.7
1260  15132  -1.92e+07   5:38.9
1280  15372  -1.79e+07   5:44.0
1300  15612  -1.77e+07   5:49.9
1320  15852  -1.75e+07   5:55.2
1340  16092  -1.74e+07   6:00.2
1360  16332  -1.74e+07   6:05.0
1380  16572  -1.73e+07   6:10.4
1400  16812  -1.73e+07   6:15.8
1420  17052  -1.73e+07   6:21.8
1440  17292  -1.73e+07   6:27.8
1460  17532  -1.67e+07   6:33.5
1480  17772  -1.58e+07   6:38.9
1500  18012  -1.46e+07   6:46.0
1520  18252  -1.39e+07   6:52.4
1540  18492  -1.38e+07   6:58.3
1560  18732  -1.38e+07   7:04.0
1580  18972  -1.38e+07   7:09.7
1600  19212  -1.38e+07   7:15.1
1620  19452  -1.38e+07   7:20.9
1640  19692  -1.38e+07   7:26.9
1660  19932  -1.38e+07   7:32.9
1680  20172  -1.38e+07   7:38.5
1700  20412  -1.38e+07   7:44.1
1720  20652  -1.38e+07   7:49.3
1740  20892  -1.38e+07   7:54.6
1760  21132  -1.38e+07   7:59.9
1780  21372  -1.38e+07   8:04.9
1800  21612  -1.38e+07   8:10.1
1820  21852  -1.38e+07   8:15.3
1840  22092  -1.38e+07   8:20.1
1860  22332  -1.38e+07   8:25.0
1880  22572  -1.38e+07   8:30.1
1900  22812  -1.38e+07   8:35.4
1920  23052  -1.38e+07   8:41.3
1940  23292  -1.38e+07   8:47.2
1960  23532  -1.38e+07   8:53.7
1980  23772  -1.38e+07   8:59.6
2000  24012  -1.38e+07   9:07.1
2020  24252  -1.38e+07   9:14.3
2040  24492  -1.38e+07   9:19.9
2060  24732  -1.38e+07   9:25.3
2080  24972  -1.38e+07   9:31.0
2100  25212  -1.38e+07   9:36.3
2120  25452  -1.38e+07   9:41.5
2134  25608  -1.38e+07   9:45.2
