Iter. Eval.  Best      Time m:s
0     12     -1.11e+10   0:00.6
1     24     -1.11e+10   0:00.9
2     36     -1.11e+10   0:01.1
3     48     -1.11e+10   0:01.4
20    252    -1.11e+10   0:05.5
40    492    -1.11e+10   0:10.7
60    732    -1.08e+10   0:15.8
80    972    -1.07e+10   0:20.3
100   1212   -1.07e+10   0:25.2
120   1452   -1.07e+10   0:29.7
140   1692   -1.06e+10   0:34.2
160   1932   -1.06e+10   0:38.7
180   2172   -1.06e+10   0:43.3
200   2412   -1.02e+10   0:49.2
220   2652   -9.55e+09   0:54.4
240   2892   -9.45e+09   0:59.3
260   3132   -9.4e+09    1:04.0
280   3372   -9.36e+09   1:08.5
300   3612   -9.31e+09   1:13.1
320   3852   -9.27e+09   1:17.4
340   4092   -9.21e+09   1:21.9
360   4332   -9.2e+09    1:26.3
380   4572   -9.14e+09   1:30.8
400   4812   -9.04e+09   1:35.3
420   5052   -8.72e+09   1:39.7
440   5292   -7.83e+09   1:44.3
460   5532   -7.59e+09   1:48.9
480   5772   -4.26e+09   1:53.9
500   6012   -3.96e+09   1:59.7
520   6252   -3.5e+09    2:05.3
540   6492   -3.27e+09   2:10.4
560   6732   -3.06e+09   2:14.8
580   6972   -2.91e+09   2:19.2
600   7212   -2.79e+09   2:23.8
620   7452   -2.74e+09   2:28.7
640   7692   -2.68e+09   2:33.3
660   7932   -2.62e+09   2:38.0
680   8172   -2.53e+09   2:42.5
700   8412   -2.38e+09   2:47.0
720   8652   -2.28e+09   2:52.1
740   8892   -2.21e+09   2:57.7
760   9132   -2.08e+09   3:03.0
780   9372   -1.94e+09   3:07.8
800   9612   -1.85e+09   3:12.8
820   9852   -1.58e+09   3:17.2
840   10092  -1.38e+09   3:22.1
860   10332  -1.26e+09   3:26.5
880   10572  -1.17e+09   3:31.0
900   10812  -1.07e+09   3:36.0
920   11052  -1.03e+09   3:41.0
940   11292  -9.38e+08   3:46.0
960   11532  -8.95e+08   3:50.8
980   11772  -8.85e+08   3:56.2
1000  12012  -8.75e+08   4:01.8
1020  12252  -8.67e+08   4:07.8
1040  12492  -8.59e+08   4:13.1
1060  12732  -8.44e+08   4:17.9
1080  12972  -8.28e+08   4:22.5
1100  13212  -7.32e+08   4:27.1
1120  13452  -6.22e+08   4:31.8
1140  13692  -4.72e+08   4:36.4
1160  13932  -3.73e+08   4:41.0
1180  14172  -3.25e+08   4:45.6
1200  14412  -2.96e+08   4:50.2
1220  14652  -2.81e+08   4:55.8
1240  14892  -2.76e+08   5:01.5
1260  15132  -2.68e+08   5:07.2
1280  15372  -2.6e+08    5:12.8
1300  15612  -2.49e+08   5:17.6
1320  15852  -2.46e+08   5:22.8
1340  16092  -2.43e+08   5:27.7
1360  16332  -2.41e+08   5:32.7
1380  16572  -2.4e+08    5:37.5
1400  16812  -2.35e+08   5:42.5
1420  17052  -2.27e+08   5:47.2
1440  17292  -2.21e+08   5:52.5
1460  17532  -2.16e+08   5:57.9
1480  17772  -2.1e+08    6:03.0
1500  18012  -2.03e+08   6:09.3
1520  18252  -1.85e+08   6:15.0
1540  18492  -1.66e+08   6:20.7
1560  18732  -1.42e+08   6:25.6
1580  18972  -1.17e+08   6:30.7
1600  19212  -1.03e+08   6:35.3
1620  19452  -9.16e+07   6:40.0
1640  19692  -8.75e+07   6:45.1
1660  19932  -8.64e+07   6:49.7
1680  20172  -8.62e+07   6:54.6
1700  20412  -8.6e+07    7:00.3
1720  20652  -8.58e+07   7:05.9
1740  20892  -8.54e+07   7:11.9
1760  21132  -8.47e+07   7:18.0
1780  21372  -8.2e+07    7:23.2
1800  21612  -8.03e+07   7:28.2
1820  21852  -7.77e+07   7:33.3
1840  22092  -7.67e+07   7:38.3
1860  22332  -7.65e+07   7:43.7
1880  22572  -7.63e+07   7:48.3
1900  22812  -7.63e+07   7:53.1
1920  23052  -7.63e+07   7:57.9
1940  23292  -7.63e+07   8:03.5
1960  23532  -7.63e+07   8:08.6
1980  23772  -7.63e+07   8:13.4
2000  24012  -7.63e+07   8:19.3
2020  24252  -7.63e+07   8:25.0
2040  24492  -7.63e+07   8:30.7
2060  24732  -7.63e+07   8:35.8
2080  24972  -7.63e+07   8:41.0
2100  25212  -7.63e+07   8:46.5
2120  25452  -7.63e+07   8:52.1
2140  25692  -7.63e+07   8:57.7
2160  25932  -7.63e+07   9:02.7
2180  26172  -7.63e+07   9:08.3
2200  26412  -7.63e+07   9:13.3
2220  26652  -7.63e+07   9:18.5
2240  26892  -7.63e+07   9:23.4
2260  27132  -7.63e+07   9:27.9
2280  27372  -7.63e+07   9:32.6
2300  27612  -7.63e+07   9:37.5
2320  27852  -7.63e+07   9:42.8
2340  28092  -7.63e+07   9:47.5
2349  28188  -7.63e+07   9:49.3
