Iter. Eval.  Best      Time m:s
0     12     -2.05e+12   0:00.8
1     24     -2.02e+12   0:01.2
2     36     -1.9e+12    0:01.6
3     48     -1.86e+12   0:01.9
20    252    -2.53e+11   0:07.6
40    492    -4.8e+10    0:13.4
60    732    -9.3e+09    0:20.0
80    972    -9.28e+09   0:26.1
100   1212   -9.2e+09    0:31.3
120   1452   -9.16e+09   0:37.1
140   1692   -9.12e+09   0:43.0
160   1932   -9.07e+09   0:48.7
180   2172   -9.07e+09   0:54.5
200   2412   -9.06e+09   1:00.2
220   2652   -9.05e+09   1:05.3
240   2892   -9.05e+09   1:10.7
260   3132   -9.05e+09   1:16.3
280   3372   -9.05e+09   1:22.4
300   3612   -9.05e+09   1:27.7
320   3852   -9.05e+09   1:33.0
340   4092   -9.04e+09   1:38.1
360   4332   -9.02e+09   1:43.2
380   4572   -8.93e+09   1:48.6
400   4812   -8.74e+09   1:53.9
420   5052   -8.39e+09   1:59.4
440   5292   -7.09e+09   2:04.8
460   5532   -6.36e+09   2:10.3
480   5772   -4.54e+09   2:15.6
500   6012   -3.78e+09   2:22.1
520   6252   -3.53e+09   2:28.5
540   6492   -3.49e+09   2:34.1
560   6732   -3.43e+09   2:39.8
580   6972   -3.36e+09   2:45.3
600   7212   -3.32e+09   2:51.0
620   7452   -3.29e+09   2:57.1
640   7692   -3.28e+09   3:02.9
660   7932   -3.25e+09   3:08.4
680   8172   -3.19e+09   3:13.9
700   8412   -2.95e+09   3:19.4
720   8652   -2.65e+09   3:25.0
740   8892   -2.55e+09   3:31.1
760   9132   -2.51e+09   3:38.1
780   9372   -2.45e+09   3:44.1
800   9612   -2.29e+09   3:50.1
820   9852   -1.7e+09    3:55.8
840   10092  -1.33e+09   4:01.8
860   10332  -7.22e+08   4:08.8
880   10572  -5.54e+08   4:15.2
900   10812  -4.07e+08   4:21.6
920   11052  -2.83e+08   4:27.6
940   11292  -1.91e+08   4:33.1
960   11532  -1.42e+08   4:38.8
980   11772  -1.03e+08   4:44.8
1000  12012  -9.62e+07   4:51.7
1020  12252  -9.38e+07   4:58.9
1040  12492  -9.18e+07   5:04.7
1060  12732  -9.11e+07   5:10.3
1080  12972  -9e+07      5:16.1
1100  13212  -8.81e+07   5:21.4
1120  13452  -8.46e+07   5:26.5
1140  13692  -7.98e+07   5:31.8
1160  13932  -7.74e+07   5:36.8
1180  14172  -7.51e+07   5:41.9
1200  14412  -7.33e+07   5:47.2
1220  14652  -7.16e+07   5:52.4
1240  14892  -6.85e+07   5:58.4
1260  15132  -6.6e+07    6:04.7
1280  15372  -6.57e+07   6:10.6
1300  15612  -6.49e+07   6:16.1
1320  15852  -6.44e+07   6:21.2
1340  16092  -6.31e+07   6:26.1
1360  16332  -6.03e+07   6:31.6
1380  16572  -5.6e+07    6:37.0
1400  16812  -5.56e+07   6:42.6
1420  17052  -5.53e+07   6:47.8
1440  17292  -5.52e+07   6:53.7
1460  17532  -5.5e+07    6:58.6
1480  17772  -5.49e+07   7:03.9
1500  18012  -5.47e+07   7:10.4
1520  18252  -5.47e+07   7:16.3
1540  18492  -5.46e+07   7:21.7
1560  18732  -5.45e+07   7:26.4
1580  18972  -5.44e+07   7:31.7
1600  19212  -5.43e+07   7:36.8
1620  19452  -5.43e+07   7:41.7
1640  19692  -5.43e+07   7:46.9
1660  19932  -5.43e+07   7:52.3
1680  20172  -5.43e+07   7:57.4
1700  20412  -5.43e+07   8:02.1
1720  20652  -5.43e+07   8:07.0
1740  20892  -5.43e+07   8:12.4
1760  21132  -5.43e+07   8:18.9
1780  21372  -5.43e+07   8:24.5
1800  21612  -5.43e+07   8:29.9
1820  21852  -5.43e+07   8:34.7
1840  22092  -5.43e+07   8:39.7
1860  22332  -5.43e+07   8:44.9
1880  22572  -5.43e+07   8:49.8
1900  22812  -5.43e+07   8:54.5
1920  23052  -5.43e+07   8:59.4
1940  23292  -5.43e+07   9:04.2
1960  23532  -5.43e+07   9:09.2
1980  23772  -5.43e+07   9:14.7
2000  24012  -5.43e+07   9:21.3
2020  24252  -5.43e+07   9:26.9
2040  24492  -5.43e+07   9:32.7
2060  24732  -5.43e+07   9:37.7
2080  24972  -5.43e+07   9:42.3
2100  25212  -5.43e+07   9:47.6
2120  25452  -5.43e+07   9:52.2
2140  25692  -5.43e+07   9:56.8
2160  25932  -5.43e+07  10:02.3
2180  26172  -5.43e+07  10:07.2
2200  26412  -5.43e+07  10:12.0
2220  26652  -5.43e+07  10:16.8
2240  26892  -5.43e+07  10:21.7
2260  27132  -5.43e+07  10:27.6
2280  27372  -5.43e+07  10:33.0
2300  27612  -5.43e+07  10:38.2
2320  27852  -5.43e+07  10:42.8
2332  27984  -5.43e+07  10:45.4
