Iter. Eval.  Best      Time m:s
0     12     -3.54e+11   0:00.6
1     24     -2.77e+11   0:01.0
2     36     -1.09e+11   0:01.2
3     48     -8.31e+10   0:01.5
20    252    -6.86e+09   0:05.7
40    492    -6.77e+09   0:11.4
60    732    -6.58e+09   0:16.0
80    972    -6.21e+09   0:20.9
100   1212   -5.1e+09    0:25.9
120   1452   -4.99e+09   0:30.7
140   1692   -4.85e+09   0:35.3
160   1932   -4.54e+09   0:39.9
180   2172   -3.83e+09   0:44.6
200   2412   -3.21e+09   0:49.4
220   2652   -3.13e+09   0:54.3
240   2892   -3.1e+09    1:00.4
260   3132   -3.07e+09   1:05.9
280   3372   -3.04e+09   1:10.5
300   3612   -2.96e+09   1:15.3
320   3852   -2.57e+09   1:20.1
340   4092   -2.14e+09   1:25.2
360   4332   -1.93e+09   1:30.2
380   4572   -1.88e+09   1:34.9
400   4812   -1.77e+09   1:39.9
420   5052   -1.63e+09   1:44.8
440   5292   -1.59e+09   1:49.5
460   5532   -1.54e+09   1:54.7
480   5772   -1.44e+09   2:00.0
500   6012   -1.4e+09    2:05.9
520   6252   -1.36e+09   2:11.5
540   6492   -1.25e+09   2:16.3
560   6732   -1.03e+09   2:20.9
580   6972   -9.34e+08   2:25.5
600   7212   -9.03e+08   2:30.0
620   7452   -8.76e+08   2:35.0
640   7692   -8.59e+08   2:39.7
660   7932   -8.53e+08   2:44.4
680   8172   -8.48e+08   2:49.2
700   8412   -8.41e+08   2:54.0
720   8652   -8.35e+08   2:59.0
740   8892   -8.29e+08   3:05.5
760   9132   -8.16e+08   3:11.3
780   9372   -8.03e+08   3:16.5
800   9612   -7.83e+08   3:21.6
820   9852   -6.41e+08   3:26.6
840   10092  -3.65e+08   3:31.8
860   10332  -2.53e+08   3:36.3
880   10572  -2.21e+08   3:41.0
900   10812  -2.11e+08   3:46.0
920   11052  -2.05e+08   3:51.6
940   11292  -2.02e+08   3:56.9
960   11532  -2.01e+08   4:01.9
980   11772  -2.01e+08   4:07.4
1000  12012  -2e+08      4:13.6
1020  12252  -1.99e+08   4:19.0
1040  12492  -1.97e+08   4:24.3
1060  12732  -1.91e+08   4:29.4
1080  12972  -1.82e+08   4:34.4
1100  13212  -1.61e+08   4:39.5
1120  13452  -1.41e+08   4:44.3
1140  13692  -1.3e+08    4:49.3
1160  13932  -1.2e+08    4:53.9
1180  14172  -1.08e+08   4:58.8
1200  14412  -1.01e+08   5:04.7
1220  14652  -9.71e+07   5:10.6
1240  14892  -9.5e+07    5:16.2
1260  15132  -9.23e+07   5:21.3
1280  15372  -8.93e+07   5:26.0
1300  15612  -8.83e+07   5:30.9
1320  15852  -8.81e+07   5:36.2
1340  16092  -8.79e+07   5:41.0
1360  16332  -8.77e+07   5:46.0
1380  16572  -8.73e+07   5:50.6
1400  16812  -8.66e+07   5:55.5
1420  17052  -8.57e+07   6:00.1
1440  17292  -8.41e+07   6:05.1
1460  17532  -8.3e+07    6:09.8
1480  17772  -8.28e+07   6:14.8
1500  18012  -8.27e+07   6:21.0
1520  18252  -8.27e+07   6:26.6
1540  18492  -8.27e+07   6:32.3
1560  18732  -8.27e+07   6:37.1
1580  18972  -8.27e+07   6:41.9
1600  19212  -8.27e+07   6:46.6
1620  19452  -8.27e+07   6:51.3
1640  19692  -8.27e+07   6:55.9
1660  19932  -8.27e+07   7:00.6
1680  20172  -8.27e+07   7:05.9
1700  20412  -8.27e+07   7:12.5
1720  20652  -8.27e+07   7:17.9
1740  20892  -8.27e+07   7:23.4
1760  21132  -8.27e+07   7:28.6
1780  21372  -8.27e+07   7:33.1
1800  21612  -8.27e+07   7:37.8
1820  21852  -8.27e+07   7:43.1
1840  22092  -8.27e+07   7:49.1
1860  22332  -8.27e+07   7:55.0
1880  22572  -8.27e+07   8:00.7
1900  22812  -8.27e+07   8:05.4
1920  23052  -8.27e+07   8:10.5
1940  23292  -8.27e+07   8:16.1
1960  23532  -8.27e+07   8:21.4
1980  23772  -8.27e+07   8:26.4
2000  24012  -8.27e+07   8:32.2
2020  24252  -8.27e+07   8:38.8
2040  24492  -8.27e+07   8:44.1
2060  24732  -8.27e+07   8:48.9
2080  24972  -8.27e+07   8:53.8
2100  25212  -8.27e+07   8:59.1
2106  25272  -8.27e+07   9:00.3
