Iter. Eval.  Best      Time m:s
0     12     -1.07e+10   0:00.7
1     24     -1.05e+10   0:01.0
2     36     -1.04e+10   0:01.3
3     48     -1.03e+10   0:01.6
20    252    -9.5e+09    0:06.4
40    492    -9.38e+09   0:12.7
60    732    -9.27e+09   0:18.6
80    972    -9.15e+09   0:24.0
100   1212   -8.88e+09   0:29.5
120   1452   -8.75e+09   0:35.2
140   1692   -8.22e+09   0:40.6
160   1932   -7.15e+09   0:45.7
180   2172   -6.67e+09   0:50.8
200   2412   -6.34e+09   0:56.1
220   2652   -4.25e+09   1:01.1
240   2892   -2.75e+09   1:06.1
260   3132   -2.48e+09   1:12.1
280   3372   -2.38e+09   1:17.7
300   3612   -2.28e+09   1:22.8
320   3852   -2.08e+09   1:27.8
340   4092   -1.99e+09   1:33.1
360   4332   -1.97e+09   1:38.6
380   4572   -1.97e+09   1:43.5
400   4812   -1.97e+09   1:48.7
420   5052   -1.97e+09   1:53.9
440   5292   -1.97e+09   1:58.7
460   5532   -1.97e+09   2:03.7
480   5772   -1.97e+09   2:08.5
500   6012   -1.97e+09   2:14.5
520   6252   -1.97e+09   2:20.3
540   6492   -1.97e+09   2:25.5
560   6732   -1.97e+09   2:30.5
580   6972   -1.97e+09   2:35.1
600   7212   -1.97e+09   2:39.9
620   7452   -1.96e+09   2:44.7
640   7692   -1.96e+09   2:49.3
660   7932   -1.92e+09   2:53.9
680   8172   -1.87e+09   2:58.6
700   8412   -1.77e+09   3:03.2
720   8652   -1.76e+09   3:07.6
740   8892   -1.73e+09   3:12.9
760   9132   -1.67e+09   3:19.3
780   9372   -1.6e+09    3:24.9
800   9612   -1.59e+09   3:30.1
820   9852   -1.56e+09   3:34.6
840   10092  -1.55e+09   3:39.2
860   10332  -1.54e+09   3:43.7
880   10572  -1.53e+09   3:48.3
900   10812  -1.52e+09   3:52.9
920   11052  -1.49e+09   3:57.5
940   11292  -1.42e+09   4:02.7
960   11532  -1.38e+09   4:07.4
980   11772  -1.3e+09    4:12.5
1000  12012  -1.18e+09   4:18.8
1020  12252  -1.05e+09   4:24.8
1040  12492  -9.33e+08   4:30.2
1060  12732  -8.96e+08   4:35.0
1080  12972  -7.77e+08   4:40.8
1100  13212  -6.39e+08   4:45.4
1120  13452  -6.14e+08   4:50.0
1140  13692  -5.86e+08   4:54.5
1160  13932  -5.46e+08   4:59.6
1180  14172  -4.77e+08   5:04.5
1200  14412  -2.31e+08   5:09.6
1220  14652  -1.86e+08   5:14.6
1240  14892  -1.7e+08    5:20.0
1260  15132  -1.64e+08   5:26.4
1280  15372  -1.62e+08   5:33.0
1300  15612  -1.62e+08   5:38.5
1320  15852  -1.61e+08   5:43.3
1340  16092  -1.59e+08   5:48.4
1360  16332  -1.58e+08   5:53.2
1380  16572  -1.56e+08   5:58.2
1400  16812  -1.55e+08   6:03.5
1420  17052  -1.53e+08   6:08.8
1440  17292  -1.51e+08   6:13.9
1460  17532  -1.5e+08    6:19.2
1480  17772  -1.49e+08   6:25.0
1500  18012  -1.47e+08   6:31.0
1520  18252  -1.46e+08   6:37.4
1540  18492  -1.45e+08   6:42.6
1560  18732  -1.44e+08   6:47.7
1580  18972  -1.43e+08   6:53.1
1600  19212  -1.42e+08   6:57.9
1620  19452  -1.41e+08   7:03.0
1640  19692  -1.4e+08    7:08.2
1660  19932  -1.39e+08   7:12.9
1680  20172  -1.37e+08   7:17.6
1700  20412  -1.32e+08   7:22.4
1720  20652  -1.29e+08   7:27.8
1740  20892  -1.19e+08   7:32.7
1760  21132  -1.14e+08   7:38.7
1780  21372  -1.02e+08   7:45.0
1800  21612  -9.62e+07   7:51.0
1820  21852  -9.28e+07   7:56.0
1840  22092  -9.13e+07   8:01.0
1860  22332  -9.05e+07   8:05.7
1880  22572  -9e+07      8:10.9
1900  22812  -8.92e+07   8:15.8
1920  23052  -8.65e+07   8:21.2
1940  23292  -8.24e+07   8:26.2
1960  23532  -8.12e+07   8:31.4
1980  23772  -7.93e+07   8:37.2
2000  24012  -7.81e+07   8:43.1
2020  24252  -7.75e+07   8:49.9
2040  24492  -7.72e+07   8:54.9
2060  24732  -7.69e+07   8:59.6
2080  24972  -7.63e+07   9:04.4
2100  25212  -7.58e+07   9:09.0
2120  25452  -7.44e+07   9:13.6
2140  25692  -7.32e+07   9:18.6
2160  25932  -7.21e+07   9:23.4
2180  26172  -7.18e+07   9:28.2
2200  26412  -7.14e+07   9:33.1
2220  26652  -7.12e+07   9:38.3
2240  26892  -7.12e+07   9:43.1
2260  27132  -7.12e+07   9:47.7
2280  27372  -7.12e+07   9:53.7
2300  27612  -7.11e+07   9:59.8
2320  27852  -7.11e+07  10:05.1
2340  28092  -7.11e+07  10:09.7
2360  28332  -7.11e+07  10:14.3
2380  28572  -7.11e+07  10:19.4
2400  28812  -7.11e+07  10:24.3
2420  29052  -7.11e+07  10:29.3
2440  29292  -7.11e+07  10:34.5
2460  29532  -7.11e+07  10:39.8
2480  29772  -7.11e+07  10:45.4
2500  30012  -7.11e+07  10:50.8
2520  30252  -7.11e+07  10:57.0
2540  30492  -7.11e+07  11:02.0
2560  30732  -7.11e+07  11:07.3
2580  30972  -7.11e+07  11:12.6
2600  31212  -7.11e+07  11:17.3
2620  31452  -7.11e+07  11:22.7
2640  31692  -7.11e+07  11:27.5
2660  31932  -7.11e+07  11:32.7
2680  32172  -7.11e+07  11:37.5
2700  32412  -7.11e+07  11:42.4
2720  32652  -7.11e+07  11:47.2
2740  32892  -7.11e+07  11:52.4
2760  33132  -7.11e+07  11:57.1
2780  33372  -7.11e+07  12:03.0
2800  33612  -7.11e+07  12:09.2
2820  33852  -7.11e+07  12:14.8
2840  34092  -7.11e+07  12:20.2
2860  34332  -7.11e+07  12:25.2
2880  34572  -7.11e+07  12:30.2
