Iter. Eval.  Best      Time m:s
0     11     -1.95e+10   0:00.6
1     22     -6.91e+09   0:00.9
2     33     -3.74e+09   0:01.1
3     44     -2.08e+09   0:01.3
20    231    -1.49e+09   0:04.7
40    451    -1.35e+09   0:08.8
60    671    -1.33e+09   0:12.9
80    891    -1.31e+09   0:17.0
100   1111   -1.31e+09   0:21.2
120   1331   -1.31e+09   0:25.2
140   1551   -1.31e+09   0:29.2
160   1771   -1.3e+09    0:33.3
180   1991   -1.3e+09    0:37.2
200   2211   -1.3e+09    0:41.3
220   2431   -1.3e+09    0:45.5
240   2651   -1.3e+09    0:49.9
260   2871   -1.29e+09   0:54.1
280   3091   -1.29e+09   0:58.2
300   3311   -1.29e+09   1:02.1
320   3531   -1.27e+09   1:06.4
340   3751   -1.17e+09   1:10.7
360   3971   -1.14e+09   1:14.7
380   4191   -1.13e+09   1:18.8
400   4411   -1.13e+09   1:22.9
420   4631   -1.13e+09   1:27.4
440   4851   -1.12e+09   1:31.4
460   5071   -1.12e+09   1:35.0
480   5291   -1.11e+09   1:38.8
500   5511   -1.1e+09    1:43.6
520   5731   -9.73e+08   1:48.2
540   5951   -8.7e+08    1:52.4
560   6171   -7.92e+08   1:56.6
580   6391   -7.25e+08   2:00.8
600   6611   -6.61e+08   2:05.2
620   6831   -5.88e+08   2:09.2
640   7051   -4.86e+08   2:13.8
660   7271   -3.9e+08    2:17.8
680   7491   -2.64e+08   2:21.9
700   7711   -2.05e+08   2:25.9
720   7931   -1.77e+08   2:30.1
740   8151   -1.47e+08   2:34.0
760   8371   -1.18e+08   2:38.3
780   8591   -9.38e+07   2:42.9
800   8811   -8.53e+07   2:47.1
820   9031   -8.29e+07   2:51.2
840   9251   -7.76e+07   2:55.1
860   9471   -7.03e+07   2:59.2
880   9691   -5.77e+07   3:03.2
900   9911   -5.25e+07   3:07.4
920   10131  -3.83e+07   3:11.6
940   10351  -3.09e+07   3:15.9
960   10571  -2.52e+07   3:20.7
980   10791  -2.02e+07   3:25.3
1000  11011  -1.84e+07   3:30.4
1020  11231  -1.59e+07   3:35.0
1040  11451  -1.44e+07   3:39.0
1060  11671  -1.4e+07    3:43.0
1080  11891  -1.39e+07   3:47.0
1100  12111  -1.39e+07   3:52.0
1120  12331  -1.39e+07   3:56.5
1140  12551  -1.39e+07   4:00.6
1160  12771  -1.39e+07   4:04.9
1180  12991  -1.39e+07   4:09.6
1200  13211  -1.38e+07   4:14.1
1220  13431  -1.38e+07   4:18.2
1240  13651  -1.38e+07   4:22.5
1260  13871  -1.38e+07   4:26.6
1280  14091  -1.38e+07   4:30.7
1300  14311  -1.38e+07   4:35.0
1320  14531  -1.38e+07   4:39.1
1340  14751  -1.38e+07   4:43.5
1360  14971  -1.38e+07   4:47.5
1380  15191  -1.38e+07   4:51.5
1400  15411  -1.38e+07   4:55.3
1420  15631  -1.37e+07   4:59.2
1440  15851  -1.27e+07   5:03.4
1460  16071  -1.2e+07    5:07.7
1480  16291  -1.19e+07   5:12.4
1500  16511  -1.18e+07   5:18.4
1520  16731  -1.18e+07   5:23.2
1540  16951  -1.17e+07   5:27.4
1560  17171  -1.17e+07   5:31.7
1580  17391  -1.17e+07   5:35.9
1600  17611  -1.17e+07   5:40.6
1620  17831  -1.17e+07   5:45.1
1640  18051  -1.17e+07   5:49.6
1660  18271  -1.17e+07   5:53.8
1680  18491  -1.17e+07   5:58.1
1700  18711  -1.17e+07   6:02.9
1720  18931  -1.17e+07   6:07.4
1740  19151  -1.17e+07   6:11.6
1760  19371  -1.17e+07   6:15.8
1780  19591  -1.17e+07   6:20.1
1800  19811  -1.17e+07   6:24.3
1820  20031  -1.17e+07   6:28.7
1840  20251  -1.17e+07   6:33.1
1860  20471  -1.17e+07   6:37.5
1880  20691  -1.17e+07   6:42.1
1900  20911  -1.17e+07   6:46.6
1920  21131  -1.17e+07   6:51.0
1940  21351  -1.17e+07   6:55.6
1960  21571  -1.17e+07   6:59.8
1980  21791  -1.17e+07   7:04.2
2000  22011  -1.17e+07   7:09.6
2020  22220  -1.17e+07   7:15.0
