Iter. Eval.  Best      Time m:s
0     11     -7.75e+09   0:00.6
1     22     -7.75e+09   0:00.8
2     33     -7.75e+09   0:01.1
3     44     -7.75e+09   0:01.3
20    231    -7.75e+09   0:05.2
40    451    -7.64e+09   0:09.6
60    671    -3.24e+09   0:14.1
80    891    -3.24e+09   0:18.4
100   1111   -3.23e+09   0:23.2
120   1331   -3.23e+09   0:28.0
140   1551   -3.23e+09   0:32.3
160   1771   -3.23e+09   0:37.0
180   1991   -3.23e+09   0:41.4
200   2211   -3.23e+09   0:45.9
220   2431   -3.21e+09   0:50.4
240   2651   -3.21e+09   0:54.9
260   2871   -3.2e+09    0:59.7
280   3091   -3.2e+09    1:04.7
300   3311   -3.18e+09   1:09.5
320   3531   -3.17e+09   1:14.1
340   3751   -3.17e+09   1:18.4
360   3971   -3.16e+09   1:23.0
380   4191   -3.15e+09   1:27.5
400   4411   -3.14e+09   1:31.9
420   4631   -3.11e+09   1:36.8
440   4851   -3.08e+09   1:41.5
460   5071   -3.04e+09   1:46.0
480   5291   -2.99e+09   1:50.9
500   5511   -2.9e+09    1:55.8
520   5731   -2.64e+09   2:01.4
540   5951   -2.47e+09   2:05.7
560   6171   -2.1e+09    2:10.0
580   6391   -1.99e+09   2:14.7
600   6611   -1.9e+09    2:19.4
620   6831   -1.9e+09    2:24.0
640   7051   -1.82e+09   2:28.6
660   7271   -1.75e+09   2:33.1
680   7491   -1.65e+09   2:37.6
700   7711   -1.63e+09   2:42.7
720   7931   -1.62e+09   2:47.3
740   8151   -1.62e+09   2:51.7
760   8371   -1.62e+09   2:57.0
780   8591   -1.62e+09   3:02.3
800   8811   -1.62e+09   3:07.8
820   9031   -1.62e+09   3:12.7
840   9251   -1.61e+09   3:17.4
860   9471   -1.6e+09    3:21.9
880   9691   -1.59e+09   3:26.8
900   9911   -1.58e+09   3:31.5
920   10131  -1.56e+09   3:36.0
940   10351  -1.45e+09   3:40.9
960   10571  -1.37e+09   3:45.8
980   10791  -1.32e+09   3:50.9
1000  11011  -1.3e+09    3:56.2
1020  11231  -1.25e+09   4:01.7
1040  11451  -1.2e+09    4:06.7
1060  11671  -1.14e+09   4:11.4
1080  11891  -1.13e+09   4:16.4
1100  12111  -1.12e+09   4:21.5
1120  12331  -1.1e+09    4:26.3
1140  12551  -1.08e+09   4:31.6
1160  12771  -5.48e+08   4:36.4
1180  12991  -3.81e+08   4:41.1
1200  13211  -2.53e+08   4:45.9
1220  13431  -2.1e+08    4:51.0
1240  13651  -1.56e+08   4:56.4
1260  13871  -1.23e+08   5:01.8
1280  14091  -8.75e+07   5:06.8
1300  14311  -7e+07      5:11.9
1320  14531  -5.16e+07   5:17.1
1340  14751  -3.78e+07   5:22.1
1360  14971  -2.66e+07   5:27.3
1380  15191  -2.04e+07   5:32.5
1400  15411  -1.62e+07   5:37.4
1420  15631  -1.3e+07    5:42.2
1440  15851  -1.14e+07   5:47.0
1460  16071  -1.08e+07   5:52.5
1480  16291  -9582921    5:57.6
1500  16511  -8406179    6:03.1
1520  16731  -8192221    6:08.6
1540  16951  -8093532    6:14.1
1560  17171  -8076880    6:19.5
1580  17391  -8071537    6:24.8
1600  17611  -8057527    6:30.0
1620  17831  -8048599    6:34.6
1640  18051  -8038385    6:39.5
1660  18271  -8016260    6:44.0
1680  18491  -7967316    6:48.7
1700  18711  -7877522    6:53.8
1720  18931  -7824975    6:58.6
1740  19151  -7784285    7:03.5
1760  19371  -7762679    7:07.9
1780  19591  -7722405    7:12.7
1800  19811  -7696964    7:17.4
1820  20031  -7684094    7:21.9
1840  20251  -7678810    7:26.2
1860  20471  -7677219    7:30.4
1880  20691  -7676996    7:34.8
1900  20911  -7676971    7:39.4
1920  21131  -7676970    7:43.8
1940  21351  -7676969    7:48.2
1960  21571  -7676969    7:52.6
1980  21791  -7676969    7:57.1
2000  22011  -7676969    8:02.4
2020  22231  -7676969    8:07.8
2040  22451  -7676969    8:13.3
2060  22671  -7676969    8:18.6
2080  22891  -7676969    8:23.6
2100  23111  -7676969    8:28.5
2120  23331  -7676969    8:33.7
2140  23551  -7676969    8:38.3
2160  23771  -7676969    8:43.0
2180  23991  -7676969    8:47.7
2196  24156  -7676969    8:51.6
