Iter. Eval.  Best      Time m:s
0     12     -1.09e+10   0:00.7
1     24     -1.09e+10   0:01.1
2     36     -1.09e+10   0:01.4
3     48     -1.09e+10   0:01.7
20    252    -1.09e+10   0:05.7
40    492    -1.09e+10   0:10.6
60    732    -1.06e+10   0:17.0
80    972    -1.06e+10   0:22.9
100   1212   -1.05e+10   0:28.0
120   1452   -1.05e+10   0:33.2
140   1692   -1.05e+10   0:38.3
160   1932   -1.05e+10   0:43.5
180   2172   -1.05e+10   0:48.7
200   2412   -1.05e+10   0:53.6
220   2652   -1.05e+10   0:58.9
240   2892   -1.05e+10   1:04.0
260   3132   -1.05e+10   1:09.2
280   3372   -1.04e+10   1:14.3
300   3612   -1.04e+10   1:19.3
320   3852   -1.04e+10   1:24.2
340   4092   -1.04e+10   1:29.7
360   4332   -1.04e+10   1:34.7
380   4572   -1.03e+10   1:40.1
400   4812   -1.02e+10   1:45.1
420   5052   -1.01e+10   1:50.3
440   5292   -1.01e+10   1:55.2
460   5532   -1.01e+10   2:00.3
480   5772   -1e+10      2:05.4
500   6012   -1e+10      2:11.3
520   6252   -9.78e+09   2:17.6
540   6492   -9.46e+09   2:23.1
560   6732   -8.4e+09    2:29.7
580   6972   -5.43e+09   2:35.2
600   7212   -2.13e+09   2:40.8
620   7452   -6.72e+08   2:46.6
640   7692   -3.97e+08   2:52.3
660   7932   -3.62e+08   2:57.2
680   8172   -3.09e+08   3:02.1
700   8412   -2.71e+08   3:06.7
720   8652   -2.47e+08   3:11.5
740   8892   -2.28e+08   3:16.4
760   9132   -2.25e+08   3:21.3
780   9372   -2.15e+08   3:26.4
800   9612   -1.98e+08   3:31.1
820   9852   -1.69e+08   3:36.4
840   10092  -1.49e+08   3:41.9
860   10332  -1.22e+08   3:47.0
880   10572  -1.01e+08   3:51.8
900   10812  -9.38e+07   3:57.2
920   11052  -9.17e+07   4:03.0
940   11292  -9.04e+07   4:08.2
960   11532  -8.92e+07   4:13.0
980   11772  -8.85e+07   4:18.7
1000  12012  -8.77e+07   4:24.8
1020  12252  -8.52e+07   4:31.3
1040  12492  -7.81e+07   4:38.0
1060  12732  -7.63e+07   4:43.7
1080  12972  -7.59e+07   4:49.3
1100  13212  -7.58e+07   4:54.6
1120  13452  -7.57e+07   5:00.0
1140  13692  -7.54e+07   5:05.3
1160  13932  -7.49e+07   5:11.0
1180  14172  -7.41e+07   5:16.5
1200  14412  -7.34e+07   5:22.3
1220  14652  -7.33e+07   5:27.9
1240  14892  -7.32e+07   5:32.8
1260  15132  -7.31e+07   5:38.5
1280  15372  -7.3e+07    5:44.3
1300  15612  -7.25e+07   5:50.4
1320  15852  -7.18e+07   5:56.4
1340  16092  -7.14e+07   6:01.8
1360  16332  -7.12e+07   6:07.2
1380  16572  -7.12e+07   6:13.0
1400  16812  -7.12e+07   6:18.5
1420  17052  -7.12e+07   6:23.7
1440  17292  -7.12e+07   6:28.8
1460  17532  -7.12e+07   6:33.6
1480  17772  -7.12e+07   6:40.4
1500  18012  -7.12e+07   6:47.8
1520  18252  -7.12e+07   6:55.2
1540  18492  -7.12e+07   7:00.9
1560  18732  -7.12e+07   7:06.0
1580  18972  -7.12e+07   7:10.9
1600  19212  -7.12e+07   7:15.8
1620  19452  -7.12e+07   7:20.6
1640  19692  -7.12e+07   7:25.2
1660  19932  -7.12e+07   7:30.1
1680  20172  -7.12e+07   7:35.8
1700  20412  -7.12e+07   7:40.5
1720  20652  -7.12e+07   7:45.5
1740  20892  -7.12e+07   7:50.9
1760  21132  -7.12e+07   7:56.6
1780  21372  -7.12e+07   8:01.9
1800  21612  -7.12e+07   8:06.8
1820  21852  -7.12e+07   8:12.3
1840  22092  -7.12e+07   8:17.9
1860  22332  -7.12e+07   8:23.4
1880  22572  -7.12e+07   8:28.2
1900  22812  -7.12e+07   8:33.7
1920  23052  -7.12e+07   8:38.8
1940  23292  -7.12e+07   8:44.5
1960  23532  -7.12e+07   8:49.6
1980  23772  -7.12e+07   8:55.7
2000  24012  -7.12e+07   9:02.6
2020  24252  -7.12e+07   9:09.4
2040  24492  -7.12e+07   9:15.3
2060  24732  -7.12e+07   9:20.5
2080  24972  -7.12e+07   9:25.7
2100  25212  -7.12e+07   9:30.6
2120  25452  -7.12e+07   9:35.8
2138  25656  -7.12e+07   9:40.8
