Iter. Eval.  Best      Time m:s
0     12     -1.97e+13   0:00.7
1     24     -1.97e+13   0:01.1
2     36     -1.95e+13   0:01.4
3     48     -1.94e+13   0:01.7
20    252    -3.96e+12   0:07.0
40    492    -2.9e+10    0:12.7
60    732    -1.66e+10   0:17.9
80    972    -7.24e+09   0:22.9
100   1212   -3.3e+09    0:28.4
120   1452   -2.63e+09   0:34.0
140   1692   -2.44e+09   0:38.9
160   1932   -2.42e+09   0:44.2
180   2172   -2.41e+09   0:49.5
200   2412   -2.41e+09   0:54.9
220   2652   -2.41e+09   1:00.0
240   2892   -2.41e+09   1:05.0
260   3132   -2.4e+09    1:09.9
280   3372   -2.35e+09   1:15.2
300   3612   -2.28e+09   1:20.7
320   3852   -2.2e+09    1:26.3
340   4092   -2.06e+09   1:31.8
360   4332   -1.85e+09   1:38.9
380   4572   -1.71e+09   1:44.7
400   4812   -1.67e+09   1:50.3
420   5052   -1.62e+09   1:55.5
440   5292   -1.61e+09   2:00.5
460   5532   -1.61e+09   2:06.0
480   5772   -1.6e+09    2:10.8
500   6012   -1.6e+09    2:17.3
520   6252   -1.6e+09    2:23.8
540   6492   -1.6e+09    2:29.5
560   6732   -1.6e+09    2:34.7
580   6972   -1.6e+09    2:39.8
600   7212   -1.6e+09    2:45.6
620   7452   -1.59e+09   2:51.3
640   7692   -1.57e+09   2:56.3
660   7932   -1.57e+09   3:01.2
680   8172   -1.56e+09   3:05.8
700   8412   -1.54e+09   3:11.2
720   8652   -1.53e+09   3:16.2
740   8892   -1.51e+09   3:21.0
760   9132   -1.5e+09    3:25.8
780   9372   -1.49e+09   3:30.4
800   9612   -1.48e+09   3:35.3
820   9852   -1.44e+09   3:39.8
840   10092  -1.37e+09   3:45.6
860   10332  -1.36e+09   3:51.2
880   10572  -1.32e+09   3:57.5
900   10812  -1.29e+09   4:02.8
920   11052  -1.28e+09   4:08.0
940   11292  -1.26e+09   4:13.2
960   11532  -1.21e+09   4:18.1
980   11772  -1.18e+09   4:23.5
1000  12012  -1.13e+09   4:29.6
1020  12252  -1.02e+09   4:36.0
1040  12492  -8.76e+08   4:41.3
1060  12732  -7.74e+08   4:47.0
1080  12972  -7.16e+08   4:52.3
1100  13212  -5.52e+08   4:57.5
1120  13452  -4.07e+08   5:02.7
1140  13692  -1.99e+08   5:07.4
1160  13932  -1.75e+08   5:11.9
1180  14172  -1.1e+08    5:16.6
1200  14412  -9.78e+07   5:21.4
1220  14652  -8.53e+07   5:26.5
1240  14892  -7.86e+07   5:31.0
1260  15132  -7.43e+07   5:36.2
1280  15372  -7.14e+07   5:42.3
1300  15612  -6.92e+07   5:48.3
1320  15852  -6.68e+07   5:53.7
1340  16092  -6.46e+07   5:58.7
1360  16332  -6.3e+07    6:04.4
1380  16572  -6.21e+07   6:10.5
1400  16812  -6.13e+07   6:16.4
1420  17052  -6.08e+07   6:21.6
1440  17292  -6.02e+07   6:26.3
1460  17532  -5.96e+07   6:30.9
1480  17772  -5.87e+07   6:36.8
1500  18012  -5.77e+07   6:42.9
1520  18252  -5.68e+07   6:49.5
1540  18492  -5.63e+07   6:55.0
1560  18732  -5.57e+07   7:00.4
1580  18972  -5.54e+07   7:06.1
1600  19212  -5.53e+07   7:11.9
1620  19452  -5.52e+07   7:17.1
1640  19692  -5.5e+07    7:22.2
1660  19932  -5.48e+07   7:28.1
1680  20172  -5.47e+07   7:33.2
1700  20412  -5.46e+07   7:38.7
1720  20652  -5.45e+07   7:44.5
1740  20892  -5.45e+07   7:50.2
1760  21132  -5.44e+07   7:55.1
1780  21372  -5.44e+07   8:00.5
1800  21612  -5.44e+07   8:05.5
1820  21852  -5.44e+07   8:11.0
1840  22092  -5.43e+07   8:16.8
1860  22332  -5.43e+07   8:22.0
1880  22572  -5.43e+07   8:28.0
1900  22812  -5.43e+07   8:33.6
1920  23052  -5.43e+07   8:39.8
1940  23292  -5.43e+07   8:45.3
1960  23532  -5.43e+07   8:50.0
1980  23772  -5.43e+07   8:55.3
2000  24012  -5.43e+07   9:01.3
2020  24252  -5.43e+07   9:07.3
2040  24492  -5.43e+07   9:13.1
2060  24732  -5.43e+07   9:17.9
2080  24972  -5.43e+07   9:22.5
2100  25212  -5.43e+07   9:27.4
2120  25452  -5.43e+07   9:32.2
2140  25692  -5.43e+07   9:37.1
2160  25932  -5.43e+07   9:41.7
2180  26172  -5.43e+07   9:46.5
2200  26412  -5.43e+07   9:52.0
2220  26652  -5.43e+07   9:57.2
2240  26892  -5.43e+07  10:02.0
2260  27132  -5.43e+07  10:06.6
2280  27372  -5.43e+07  10:11.3
2300  27612  -5.43e+07  10:15.9
2320  27852  -5.43e+07  10:20.6
2340  28092  -5.43e+07  10:25.5
2360  28332  -5.43e+07  10:30.5
2380  28572  -5.43e+07  10:35.4
2400  28812  -5.43e+07  10:40.8
2420  29052  -5.43e+07  10:47.3
2440  29292  -5.43e+07  10:53.6
2460  29532  -5.43e+07  10:59.7
2480  29772  -5.43e+07  11:05.6
2500  30012  -5.43e+07  11:11.4
2520  30252  -5.43e+07  11:17.9
2540  30492  -5.43e+07  11:24.1
2560  30732  -5.43e+07  11:30.1
2580  30972  -5.43e+07  11:35.9
2600  31212  -5.43e+07  11:42.4
2620  31452  -5.43e+07  11:47.8
2640  31692  -5.43e+07  11:52.8
2660  31932  -5.43e+07  11:58.0
2680  32172  -5.43e+07  12:02.6
2697  32364  -5.43e+07  12:06.3
