Iter. Eval.  Best      Time m:s
0     12     -7.2e+10    0:00.7
1     24     -7.05e+10   0:01.0
2     36     -7.04e+10   0:01.4
3     48     -6.85e+10   0:01.6
20    252    -1.74e+10   0:06.2
40    492    -6.4e+09    0:11.4
60    732    -6.04e+09   0:16.0
80    972    -6.04e+09   0:20.8
100   1212   -5.96e+09   0:25.5
120   1452   -5.94e+09   0:30.2
140   1692   -5.91e+09   0:35.2
160   1932   -5.87e+09   0:40.1
180   2172   -5.84e+09   0:45.0
200   2412   -5.78e+09   0:50.6
220   2652   -5.71e+09   0:56.2
240   2892   -5.65e+09   1:01.6
260   3132   -5.62e+09   1:06.7
280   3372   -5.58e+09   1:12.0
300   3612   -5.54e+09   1:17.4
320   3852   -5.44e+09   1:22.8
340   4092   -4.94e+09   1:28.0
360   4332   -4.21e+09   1:32.9
380   4572   -3.88e+09   1:37.9
400   4812   -3.52e+09   1:42.9
420   5052   -3.4e+09    1:48.0
440   5292   -3.29e+09   1:53.5
460   5532   -3.1e+09    1:59.0
480   5772   -2.71e+09   2:04.4
500   6012   -1.91e+09   2:10.3
520   6252   -1.79e+09   2:16.7
540   6492   -1.79e+09   2:22.2
560   6732   -1.78e+09   2:27.9
580   6972   -1.77e+09   2:33.5
600   7212   -1.59e+09   2:39.1
620   7452   -1.44e+09   2:44.6
640   7692   -1.18e+09   2:50.0
660   7932   -1.11e+09   2:55.1
680   8172   -1.08e+09   3:00.6
700   8412   -1.05e+09   3:06.6
720   8652   -1.03e+09   3:12.5
740   8892   -1.01e+09   3:18.1
760   9132   -1e+09      3:23.8
780   9372   -9.83e+08   3:29.7
800   9612   -9.59e+08   3:35.2
820   9852   -9.45e+08   3:40.6
840   10092  -9.24e+08   3:46.1
860   10332  -9.03e+08   3:51.6
880   10572  -8.73e+08   3:57.6
900   10812  -8.35e+08   4:03.5
920   11052  -7.93e+08   4:10.3
940   11292  -7.47e+08   4:16.7
960   11532  -6.76e+08   4:22.6
980   11772  -6.61e+08   4:28.3
1000  12012  -6.31e+08   4:34.8
1020  12252  -6.13e+08   4:41.3
1040  12492  -5.81e+08   4:47.0
1060  12732  -4.48e+08   4:52.8
1080  12972  -1.5e+08    4:58.4
1100  13212  -1.29e+08   5:04.0
1120  13452  -1.18e+08   5:09.5
1140  13692  -1.13e+08   5:15.2
1160  13932  -1.1e+08    5:20.9
1180  14172  -1.07e+08   5:26.6
1200  14412  -1.03e+08   5:32.5
1220  14652  -9.8e+07    5:38.2
1240  14892  -8.9e+07    5:43.8
1260  15132  -5.14e+07   5:49.5
1280  15372  -4.49e+07   5:55.0
1300  15612  -3.98e+07   6:00.7
1320  15852  -3.56e+07   6:06.3
1340  16092  -3.02e+07   6:12.0
1360  16332  -2.9e+07    6:18.1
1380  16572  -2.74e+07   6:24.0
1400  16812  -2.62e+07   6:29.6
1420  17052  -2.42e+07   6:35.0
1440  17292  -2.2e+07    6:40.5
1460  17532  -2e+07      6:46.6
1480  17772  -1.9e+07    6:52.2
1500  18012  -1.85e+07   6:58.1
1520  18252  -1.81e+07   7:04.5
1540  18492  -1.79e+07   7:10.2
1560  18732  -1.77e+07   7:15.6
1580  18972  -1.74e+07   7:20.9
1600  19212  -1.69e+07   7:26.3
1620  19452  -1.66e+07   7:31.6
1640  19692  -1.64e+07   7:37.1
1660  19932  -1.59e+07   7:42.7
1680  20172  -1.55e+07   7:48.3
1700  20412  -1.5e+07    7:54.0
1720  20652  -1.4e+07    7:59.8
